RA;FASE;TURMA;NOME;ANO_NASC;IDADE_22;GENERO;ANO_INGRESSO;INSTITUICAO_DE_ENSINO;PEDRA_20;PEDRA_21;PEDRA_22;INDE_22;CG;CF;CT;NO_AV;AVALIADOR1;REC_AV1;AVALIADOR2;REC_AV2;AVALIADOR3;REC_AV3;AVALIADOR4;REC_AV4;IAA;IEG;IPS;REC_PSICOLOGIA;IDA;MATEM;PORTUG;INGLES;INDICADO;ATINGIU_PV;IPV;IAN;FASE_IDEAL;DEFAS;DESTAQUE_IEG;DESTAQUE_IDA;DESTAQUE_IPV;ANO;INDE_2023;PEDRA_2023;NOME_ANONIMIZADO;DATA_DE_NASC;IDADE;IPP;MAT;POR;ING;DEFASAGEM;INDE_2024;PEDRA_2024;PEDRA_23;INDE_23;AVALIADOR5;AVALIADOR6;ESCOLA;ATIVO_INATIVO;ATIVO_INATIVO1;INDE;RISCO_DEFASAGEM;FAIXA_INDE;FAIXA_IAA;FAIXA_IEG;FAIXA_IPS;FAIXA_IPP;FAIXA_IDA;FAIXA_IPV;FAIXA_IAN;FAIXA_DEFASAGEM;DIF_AUTOAVALIACAO_DESEMPENHO;DIF_ENGAJAMENTO_DESEMPENHO;DIF_PSICOPEDAGOGICO_NIVEL;MEDIA_INDICADORES_SEM_IAN;QTD_INDICADORES_ABAIXO_5;QTD_INDICADORES_ABAIXO_7;INSTITUICAO_ENSINO;PROB_RISCO_DEFASAGEM;GRUPO_MULTI;CLASSIFICACAO_MODELO;PEDRA_ANALISE
RA-374;FASE 3;3F;;;;Feminino;2021;Privada;;Ágata;Ametista;7,747;;;;4,0;Avaliador-21;;Avaliador-6;;Avaliador-34;;Avaliador-8;;8,8;8,3;5,63;;5,4;;;;;;7,9175;10,0;Fase 3 (7° e 8° ano);;;;;2023;7,533891667;Ametista;Aluno-374;9/30/2010;13;7,65625;6,3;6,3;3,7;0,0;;;;;;;;;;7,747;0;Bom;Excelente;Bom;Médio;Bom;Médio;Bom;Excelente;Adequado;3,4000000000000004;2,9000000000000004;-2,34375;7,2839583333333335;0;2;;0,3319932878492216;Psico abaixo de 7;0;Ametista
RA-377;FASE 3;3F;;;;Feminino;2021;Pública;;Quartzo;Ágata;6,743;;;;4,0;Avaliador-21;;Avaliador-6;;Avaliador-34;;Avaliador-8;;9,6;7,6;5,0;;4,8;;;;;;7,6275;10,0;Fase 3 (7° e 8° ano);;;;;2023;7,205041667;Ametista;Aluno-377;2/25/2010;13;7,34375;6,0;5,7;2,8;0,0;;;;;;;;;;6,743;0;Médio;Excelente;Bom;Médio;Bom;Baixo;Bom;Excelente;Adequado;4,8;2,8;-2,65625;6,995208333333333;1;2;;0,3680601485016783;Psico abaixo de 7;0;Ametista
RA-236;FASE 3;3G;;;;Feminino;2022;Pública;;;Ametista;7,11;;;;4,0;Avaliador-21;;Avaliador-6;;Avaliador-34;;Avaliador-8;;10,0;7,5;7,52;;4,5;;;;;;7,2975;10,0;Fase 3 (7° e 8° ano);;;;;2023;7,337116667;Ametista;Aluno-236;6/21/2010;13;7,1875;6,3;4,0;3,3;0,0;;;;;;;;;;7,11;0;Bom;Excelente;Bom;Bom;Bom;Baixo;Bom;Excelente;Adequado;5,5;3,0;-2,8125;7,334166666666666;1;1;;0,27606108803144985;Misto;0;Ametista
RA-362;FASE 3;3G;;;;Feminino;2018;Pública;Ágata;Quartzo;Ametista;7,413;;;;4,0;Avaliador-21;;Avaliador-6;;Avaliador-34;;Avaliador-8;;0,0;7,5;7,52;;5,1;;;;;;7,0875;10,0;Fase 3 (7° e 8° ano);;;;;2023;6,392625;Agata;Aluno-362;3/25/2010;13;7,03125;5,7;6,8;2,8;0,0;;;;;;;;;;7,413;0;Bom;Baixo;Bom;Bom;Bom;Médio;Bom;Excelente;Adequado;-5,1;2,4000000000000004;-2,96875;5,706458333333333;1;2;;0,4031079109654006;Misto;0;Agata
RA-381;FASE 3;3G;;;;Masculino;2018;Pública;Ágata;Ágata;Ágata;6,454;;;;4,0;Avaliador-21;;Avaliador-6;;Avaliador-34;;Avaliador-8;;0,0;8,4;6,89;;3,9;;;;;;6,84;5,0;Fase 4 (9° ano);;;;;2023;5,758041667;Quartzo;Aluno-381;2009-02-03 00:00:00;1900-01-14 00:00:00;7,34375;5,3;5,3;1,2;-1,0;;;;;;;;;;6,454;1;Médio;Baixo;Bom;Médio;Bom;Baixo;Médio;Médio;Defasado;-3,9;4,5;2,34375;5,562291666666667;2;4;;0,7604390847013538;Psico abaixo de 7;1;Quartzo
RA-364;FASE 3;3G;;;;Masculino;2019;Pública;Ametista;Topázio;Topázio;8,75;;;;4,0;Avaliador-21;;Avaliador-6;;Avaliador-34;;Avaliador-8;;8,8;9,0;6,89;;5,8;;;;;;7,505;10,0;Fase 3 (7° e 8° ano);;;;;2023;7,734891667;Ametista;Aluno-364;2011-02-10 00:00:00;1900-01-12 00:00:00;7,03125;8,0;5,2;4,3;0,0;;;;;;;;;;8,75;0;Excelente;Excelente;Excelente;Médio;Bom;Médio;Bom;Excelente;Adequado;3,000000000000001;3,2;-2,96875;7,5043750000000005;0;2;;0,3586988878581449;Psico abaixo de 7;0;Ametista
RA-382;FASE 3;3G;;;;Masculino;2017;Pública;Ametista;Ágata;Ágata;6,777;;;;4,0;Avaliador-21;;Avaliador-6;;Avaliador-34;;Avaliador-8;;0,0;9,4;6,26;;5,2;;;;;;7,1725;5,0;Fase 5 (1° EM);;;;;2023;6,223833333;Agata;Aluno-382;8/19/2008;15;7,5;5,0;5,8;4,7;-2,0;;;;;;;;;;6,777;1;Médio;Baixo;Excelente;Médio;Bom;Médio;Bom;Médio;Defasado;-5,2;4,2;2,5;5,922083333333333;1;3;;0,7221532343863029;Psico abaixo de 7;1;Agata
RA-1157;FASE 3;3G;;;;Masculino;2023;Pública;;;;;;;;4,0;Avaliador-21;;Avaliador-6;;Avaliador-34;;Avaliador-8;;9,2;8,8;6,26;;5,7;;;;;;7,0025;5,0;Fase 4 (9° ano);;;;;2023;7,086633333;Ametista;Aluno-1157;8/24/2009;14;7,5;5,0;6,3;5,7;-1,0;;;;;;;;;;7,086633333;1;Bom;Excelente;Excelente;Médio;Bom;Médio;Bom;Médio;Defasado;3,499999999999999;3,1000000000000005;2,5;7,410416666666666;0;2;;0,7221532343863029;Psico abaixo de 7;1;Ametista
RA-386;FASE 3;3G;;;;Masculino;2019;Pública;Ágata;Ágata;Ágata;6,104;;;;4,0;Avaliador-21;;Avaliador-6;;Avaliador-34;;Avaliador-8;;9,2;7,0;2,52;;3,3;;;;;;6,6325;5,0;Fase 4 (9° ano);;;;;2023;5,758425;Quartzo;Aluno-386;2009-02-09 00:00:00;1900-01-14 00:00:00;7,03125;5,0;3,7;1,2;-1,0;;;;;;;;;;6,104;1;Médio;Excelente;Bom;Baixo;Bom;Baixo;Médio;Médio;Defasado;5,8999999999999995;3,7;2,03125;5,9472916666666675;2;3;;0,7419970735445329;Psico abaixo de 7;1;Quartzo
RA-390;FASE 3;3G;;;;Feminino;2022;Pública;;;Ágata;6,776;;;;4,0;Avaliador-21;;Avaliador-6;;Avaliador-34;;Avaliador-8;;7,9;8,8;2,52;;4,8;;;;;;7,005;10,0;Fase 3 (7° e 8° ano);;;;;2023;6,905741667;Agata;Aluno-390;2010-10-11 00:00:00;1900-01-12 00:00:00;7,34375;5,7;5,8;3,0;0,0;;;;;;;;;;6,776;0;Médio;Bom;Excelente;Baixo;Bom;Baixo;Bom;Excelente;Adequado;3,1000000000000005;4,000000000000001;-2,65625;6,394791666666667;2;2;;0,32740054025527526;Psico abaixo de 7;0;Agata
RA-1158;FASE 3;3G;;;;Feminino;2023;Pública;;;;;;;;4,0;Avaliador-21;;Avaliador-6;;Avaliador-34;;Avaliador-8;;7,5;8,6;2,52;;4,3;;;;;;7,34;5,0;Fase 4 (9° ano);;;;;2023;6,306666667;Agata;Aluno-1158;1/23/2009;14;7,5;5,3;5,0;2,7;-1,0;;;;;;;;;;6,306666667;1;Médio;Bom;Excelente;Baixo;Bom;Baixo;Bom;Médio;Defasado;3,2;4,3;2,5;6,293333333333334;2;2;;0,7272888046725936;Psico abaixo de 7;1;Agata
RA-391;FASE 3;3I;;;;Feminino;2022;Pública;;;Ametista;7,117;;;;4,0;Avaliador-21;;Avaliador-6;;Avaliador-4;;Avaliador-8;;7,9;7,5;2,52;;3,5;;;;;;7,585;10,0;Fase 3 (7° e 8° ano);;;;;2023;6,5107;Agata;Aluno-391;2010-05-02 00:00:00;1900-01-13 00:00:00;7,5;4,2;5,0;1,3;0,0;;;;;;;;;;7,117;0;Bom;Bom;Bom;Baixo;Bom;Baixo;Bom;Excelente;Adequado;4,4;4,0;-2,5;6,084166666666667;2;2;;0,1604970151764548;Psico abaixo de 7;0;Agata
RA-392;FASE 3;3I;;;;Masculino;2022;Pública;;;Ágata;6,418;;;;4,0;Avaliador-21;;Avaliador-6;;Avaliador-4;;Avaliador-8;;9,6;9,5;2,52;;4,6;;;;;;7,17;5,0;Fase 5 (1° EM);;;;;2023;6,567208333;Agata;Aluno-392;3/16/2008;15;6,09375;6,2;4,7;2,8;-2,0;;;;;;;;;;6,418;1;Médio;Excelente;Excelente;Baixo;Médio;Baixo;Bom;Médio;Defasado;5,0;4,9;1,09375;6,580625;2;3;;0,704306586575749;Psico abaixo de 7;1;Agata
RA-1160;FASE 3;3I;;;;Masculino;2023;Pública;;;;;;;;4,0;Avaliador-21;;Avaliador-6;;Avaliador-4;;Avaliador-8;;9,6;8,7;2,52;;2,7;;;;;;7,2575;10,0;Fase 3 (7° e 8° ano);;;;;2023;6,636166667;Agata;Aluno-1160;2010-01-04 00:00:00;1900-01-13 00:00:00;6,875;4,8;2,7;0,7;0,0;;;;;;;;;;6,636166667;0;Médio;Excelente;Excelente;Baixo;Médio;Baixo;Bom;Excelente;Adequado;6,8999999999999995;5,999999999999999;-3,125;6,275416666666666;2;3;;0,20559281513586336;Psico abaixo de 7;0;Agata
RA-450;FASE 3;3K;;;;Masculino;2021;Pública;;Ágata;Ametista;7,843;;;;4,0;Avaliador-21;;Avaliador-6;;Avaliador-4;;Avaliador-8;;9,6;8,4;2,52;;5,4;;;;;;7,9175;5,0;Fase 4 (9° ano);;;;;2023;6,819625;Agata;Aluno-450;3/14/2009;14;7,65625;7,0;6,5;2,7;-1,0;;;;;;;;;;7,843;1;Bom;Excelente;Bom;Baixo;Bom;Médio;Bom;Médio;Defasado;4,199999999999999;3,0;2,65625;6,915625000000001;1;2;;0,8055448646558406;Psico abaixo de 7;1;Agata
RA-298;FASE 3;3K;;;;Masculino;2019;Pública;Ametista;Ágata;Ágata;6,409;;;;4,0;Avaliador-21;;Avaliador-6;;Avaliador-4;;Avaliador-8;;9,6;8,6;2,52;;5,5;;;;;;7,7525;5,0;Fase 4 (9° ano);;;;;2023;6,824333333;Agata;Aluno-298;5/29/2009;14;7,5;7,7;4,5;4,2;-1,0;;;;;;;;;;6,409;1;Médio;Excelente;Excelente;Baixo;Bom;Médio;Bom;Médio;Defasado;4,1;3,0999999999999996;2,5;6,9120833333333325;1;2;;0,6900959240679632;Psico abaixo de 7;1;Agata
RA-464;FASE 3;3K;;;;Feminino;2022;Pública;;;Ágata;6,745;;;;4,0;Avaliador-21;;Avaliador-6;;Avaliador-4;;Avaliador-8;;9,2;7,7;2,52;;3,0;;;;;;7,38;5,0;Fase 4 (9° ano);;;;;2023;6,081675;Agata;Aluno-464;2009-12-09 00:00:00;1900-01-14 00:00:00;7,96875;4,8;3,7;0,5;-1,0;;;;;;;;;;6,745;1;Médio;Excelente;Bom;Baixo;Bom;Baixo;Bom;Médio;Defasado;6,199999999999999;4,7;2,96875;6,294791666666666;2;2;;0,7692374170847283;Psico abaixo de 7;1;Agata
RA-442;FASE 3;3K;;;;Feminino;2022;Pública;;;Topázio;8,226;;;;4,0;Avaliador-21;;Avaliador-6;;Avaliador-4;;Avaliador-8;;0,0;7,6;7,52;;5,8;;;;;;8,1275;10,0;Fase 3 (7° e 8° ano);;;;;2023;6,814166667;Agata;Aluno-442;2011-02-01 00:00:00;1900-01-12 00:00:00;7,5;6,7;6,5;4,3;0,0;;;;;;;;;;8,226;0;Bom;Baixo;Bom;Bom;Bom;Médio;Bom;Excelente;Adequado;-5,8;1,7999999999999998;-2,5;6,09125;1;2;;0,1376582835447799;Misto;0;Agata
RA-300;FASE 3;3K;;;;Masculino;2022;Pública;;;Quartzo;5,557;;;;4,0;Avaliador-21;;Avaliador-6;;Avaliador-4;;Avaliador-8;;5,0;7,5;2,52;;4,5;;;;;;6,5875;5,0;Fase 5 (1° EM);;;;;2023;5,616691667;Quartzo;Aluno-300;3/19/2008;15;6,40625;4,5;5,3;3,8;-2,0;;;;;;;;;;5,557;1;Médio;Médio;Bom;Baixo;Médio;Baixo;Médio;Médio;Defasado;0,5;3,0;1,40625;5,418958333333333;2;5;;0,7419970735445329;Psico abaixo de 7;1;Quartzo
RA-467;FASE 3;3K;;;;Feminino;2022;Pública;;;Ágata;6,38;;;;4,0;Avaliador-21;;Avaliador-6;;Avaliador-4;;Avaliador-8;;6,3;9,2;3,14;;5,2;;;;;;7,5425;5,0;Fase 4 (9° ano);;;;;2023;6,552916667;Agata;Aluno-467;2009-09-06 00:00:00;1900-01-14 00:00:00;7,1875;6,0;6,0;3,7;-1,0;;;;;;;;;;6,38;1;Médio;Médio;Excelente;Baixo;Bom;Médio;Bom;Médio;Defasado;1,0999999999999996;3,999999999999999;2,1875;6,428333333333334;1;3;;0,78200765197095;Psico abaixo de 7;1;Agata
RA-470;FASE 3;3K;;;;Feminino;2019;Pública;Ametista;Ametista;Ametista;7,378;;;;4,0;Avaliador-21;;Avaliador-6;;Avaliador-4;;Avaliador-8;;8,8;9,2;5,0;;4,9;;;;;;7,71;5,0;Fase 4 (9° ano);;;;;2023;6,993766667;Agata;Aluno-470;8/19/2009;14;7,5;6,0;4,3;4,5;-1,0;;;;;;;;;;7,378;1;Bom;Excelente;Excelente;Médio;Bom;Baixo;Bom;Médio;Defasado;3,9000000000000004;4,299999999999999;2,5;7,185;1;2;;0,7236010008082742;Psico abaixo de 7;1;Agata
RA-474;FASE 3;3K;;;;Masculino;2019;Pública;Ametista;Ametista;Ágata;6,446;;;;4,0;Avaliador-21;;Avaliador-6;;Avaliador-4;;Avaliador-8;;0,0;7,8;5,0;;3,3;;;;;;6,7575;5,0;Fase 4 (9° ano);;;;;2023;5,283583333;Quartzo;Aluno-474;8/19/2009;14;7,1875;4,8;3,8;1,2;-1,0;;;;;;;;;;6,446;1;Médio;Baixo;Bom;Médio;Bom;Baixo;Médio;Médio;Defasado;-3,3;4,5;2,1875;5,0075;2;4;;0,8487890623321817;Psico abaixo de 7;1;Quartzo
RA-476;FASE 3;3K;;;;Feminino;2019;Pública;Ágata;Ametista;Ágata;6,931;;;;4,0;Avaliador-21;;Avaliador-6;;Avaliador-4;;Avaliador-8;;7,9;7,0;2,52;;4,1;;;;;;7,505;10,0;Fase 3 (7° e 8° ano);;;;;2023;6,492408333;Agata;Aluno-476;7/23/2010;13;7,34375;5,0;4,5;2,7;0,0;;;;;;;;;;6,931;0;Médio;Bom;Bom;Baixo;Bom;Baixo;Bom;Excelente;Adequado;3,8000000000000007;2,9000000000000004;-2,65625;6,061458333333334;2;2;;0,3753668068605932;Psico abaixo de 7;0;Agata
RA-478;FASE 3;3K;;;;Feminino;2019;Pública;Ametista;Ametista;Ágata;6,709;;;;4,0;Avaliador-21;;Avaliador-6;;Avaliador-4;;Avaliador-8;;6,7;7,3;2,52;;4,4;;;;;;7,2975;10,0;Fase 3 (7° e 8° ano);;;;;2023;6,443616667;Agata;Aluno-478;11/26/2010;12;7,1875;4,3;4,7;4,3;0,0;;;;;;;;;;6,709;0;Médio;Médio;Bom;Baixo;Bom;Baixo;Bom;Excelente;Adequado;2,3;2,8999999999999995;-2,8125;5,900833333333334;2;3;;0,29747996833881857;Psico abaixo de 7;0;Agata
RA-400;FASE 3;3L;;;;Masculino;2018;Pública;Ágata;Quartzo;Ágata;6,042;;;;4,0;Avaliador-21;;Avaliador-6;;Avaliador-4;;Avaliador-8;;9,2;9,0;2,52;;4,1;;;;;;7,375;5,0;Fase 4 (9° ano);;;;;2023;6,529425;Agata;Aluno-400;2008-07-11 00:00:00;1900-01-14 00:00:00;7,65625;4,8;4,7;2,8;-1,0;;;;;;;;;;6,042;1;Médio;Excelente;Excelente;Baixo;Bom;Baixo;Bom;Médio;Defasado;5,1;4,9;2,65625;6,641875;2;2;;0,8116962080569837;Psico abaixo de 7;1;Agata
RA-415;FASE 3;3L;;;;Feminino;2019;Pública;Topázio;Ametista;Ametista;7,695;;;;4,0;Avaliador-21;;Avaliador-6;;Avaliador-4;;Avaliador-8;;7,1;8,2;7,52;;3,7;;;;;;7,8325;10,0;Fase 3 (7° e 8° ano);;;;;2023;7,18805;Ametista;Aluno-415;5/17/2011;12;7,8125;2,8;4,0;4,3;0,0;;;;;;;;;;7,695;0;Bom;Bom;Bom;Bom;Bom;Baixo;Bom;Excelente;Adequado;3,3999999999999995;4,499999999999999;-2,1875;7,027500000000001;1;1;;0,2237770606621726;Misto;0;Ametista
RA-273;FASE 3;3L;;;;Feminino;2018;Pública;Ametista;Ametista;Quartzo;5,679;;;;4,0;Avaliador-21;;Avaliador-6;;Avaliador-4;;Avaliador-8;;7,9;7,4;2,52;;5,0;;;;;;7,6275;5,0;Fase 4 (9° ano);;;;;2023;6,337116667;Agata;Aluno-273;10/27/2008;14;7,8125;5,3;6,8;3,0;-1,0;;;;;;;;;;5,679;1;Médio;Bom;Bom;Baixo;Bom;Médio;Bom;Médio;Defasado;2,9000000000000004;2,4000000000000004;2,8125;6,376666666666666;1;2;;0,8391670700799045;Psico abaixo de 7;1;Agata
RA-471;FASE 3;3L;;;;Feminino;2020;Pública;Ágata;Ágata;Ágata;6,535;;;;4,0;Avaliador-21;;Avaliador-6;;Avaliador-4;;Avaliador-8;;0,0;9,0;6,27;;5,0;;;;;;8,125;10,0;Fase 3 (7° e 8° ano);;;;;2023;6,855541667;Agata;Aluno-471;2009-07-12 00:00:00;1900-01-13 00:00:00;7,96875;6,3;4,0;4,8;0,0;;;;;;;;;;6,535;0;Médio;Baixo;Excelente;Médio;Bom;Médio;Bom;Excelente;Adequado;-5,0;4,0;-2,03125;6,060624999999999;1;3;;0,3024620206874778;Psico abaixo de 7;0;Agata
RA-305;FASE 3;3L;;;;Masculino;2019;Pública;Ametista;Ágata;Ágata;6,058;;;;4,0;Avaliador-21;;Avaliador-6;;Avaliador-4;;Avaliador-8;;0,0;8,9;7,52;;5,2;;;;;;7,75;5,0;Fase 5 (1° EM);;;;;2023;6,394291667;Agata;Aluno-305;10/19/2008;15;7,65625;5,2;4,8;5,7;-2,0;;;;;;;;;;6,058;1;Médio;Baixo;Excelente;Bom;Bom;Médio;Bom;Médio;Defasado;-5,2;3,7;2,65625;6,171041666666667;1;2;;0,7825735107850802;Misto;1;Agata
RA-426;FASE 3;3M;;;;Feminino;2022;Pública;;;Ágata;6,35;;;;4,0;Avaliador-21;;Avaliador-6;;Avaliador-4;;Avaliador-8;;5,4;7,6;5,0;;5,0;;;;;;7,5425;5,0;Fase 4 (9° ano);;;;;2023;6,329158333;Agata;Aluno-426;2008-09-12 00:00:00;1900-01-14 00:00:00;7,65625;4,7;5,2;5,0;-1,0;;;;;;;;;;6,35;1;Médio;Médio;Bom;Médio;Bom;Médio;Bom;Médio;Defasado;0,40000000000000036;2,5999999999999996;2,65625;6,366458333333334;0;3;;0,8256865206322789;Psico abaixo de 7;1;Agata
RA-1164;FASE 3;3M;;;;Masculino;2023;Pública;;;;;;;;4,0;Avaliador-21;;Avaliador-6;;Avaliador-4;;Avaliador-8;;9,2;7,5;2,52;;4,8;;;;;;7,545;10,0;Fase 3 (7° e 8° ano);;;;;2023;6,910091667;Agata;Aluno-1164;9/27/2010;13;7,65625;7,0;7,5;0,0;0,0;;;;;;;;;;6,910091667;0;Médio;Excelente;Bom;Baixo;Bom;Baixo;Bom;Excelente;Adequado;4,3999999999999995;2,7;-2,34375;6,536874999999999;2;2;;0,3025276439060055;Psico abaixo de 7;0;Agata
RA-432;FASE 3;3M;;;;Feminino;2019;Pública;Quartzo;Quartzo;Ágata;6,34;;;;4,0;Avaliador-21;;Avaliador-6;;Avaliador-4;;Avaliador-8;;8,8;9,0;2,52;;5,2;;;;;;8,0425;5,0;Fase 5 (1° EM);;;;;2023;6,850183333;Agata;Aluno-432;2008-05-08 00:00:00;1900-01-15 00:00:00;7,8125;5,0;6,3;4,2;-2,0;;;;;;;;;;6,34;1;Médio;Excelente;Excelente;Baixo;Bom;Médio;Bom;Médio;Defasado;3,6000000000000005;3,8;2,8125;6,895833333333333;1;2;;0,812076551965578;Psico abaixo de 7;1;Agata
RA-303;FASE 3;3M;;;;Masculino;2019;Pública;Ametista;Ágata;Ágata;6,03;;;;4,0;Avaliador-21;;Avaliador-6;;Avaliador-4;;Avaliador-8;;0,0;7,3;7,52;;5,1;;;;;;7,05;5,0;Fase 5 (1° EM);;;;;2023;5,914291667;Quartzo;Aluno-303;3/29/2008;15;7,65625;5,7;5,2;4,5;-2,0;;;;;;;;;;6,03;1;Médio;Baixo;Bom;Bom;Bom;Médio;Bom;Médio;Defasado;-5,1;2,2;2,65625;5,771041666666666;1;2;;0,812937404710447;Misto;1;Quartzo
RA-420;FASE 3;3M;;;;Feminino;2019;Privada - Programa de Apadrinhamento;Topázio;Ametista;Ametista;7,461;;;;4,0;Avaliador-21;;Avaliador-6;;Avaliador-4;;Avaliador-8;;8,3;9,3;2,52;;5,3;;;;;;7,96;10,0;Fase 3 (7° e 8° ano);;;;;2023;7,356358333;Ametista;Aluno-420;2011-03-04 00:00:00;1900-01-12 00:00:00;7,65625;5,7;5,8;4,3;0,0;;;;;;;;;;7,461;0;Bom;Bom;Excelente;Baixo;Bom;Médio;Bom;Excelente;Adequado;3,000000000000001;4,000000000000001;-2,34375;6,839375;1;2;;0,3065804703061612;Psico abaixo de 7;0;Ametista
RA-1166;FASE 3;3M;;;;Feminino;2023;Pública;;;;;;;;4,0;Avaliador-21;;Avaliador-6;;Avaliador-4;;Avaliador-8;;8,3;9,6;7,52;;4,8;;;;;;7,9175;5,0;Fase 5 (1° EM);;;;;2023;7,307858333;Ametista;Aluno-1166;10/23/2008;15;7,65625;5,3;2,8;6,2;-2,0;;;;;;;;;;7,307858333;1;Bom;Bom;Excelente;Bom;Bom;Baixo;Bom;Médio;Defasado;3,500000000000001;4,8;2,65625;7,632291666666667;1;1;;0,7663819543435327;Misto;1;Ametista
RA-1167;FASE 3;3M;;;;Masculino;2023;Pública;;;;;;;;4,0;Avaliador-21;;Avaliador-6;;Avaliador-4;;Avaliador-8;;8,8;7,6;2,52;;3,8;;;;;;7,9625;2,5;Fase 6 (2° EM);;;;;2023;6,021891667;Agata;Aluno-1167;7/19/2007;16;7,65625;6,0;3,7;1,8;-3,0;;;;;;;;;;6,021891667;1;Médio;Excelente;Bom;Baixo;Bom;Baixo;Bom;Baixo;Defasado;5,000000000000001;3,8;5,15625;6,3897916666666665;2;2;;0,7692646910632487;Psico abaixo de 7;1;Agata
RA-399;FASE 3;3N;;;;Feminino;2022;Pública;;;Ágata;6,58;;;;4,0;Avaliador-21;;Avaliador-6;;Avaliador-34;;Avaliador-8;;7,9;8,2;2,52;;4,7;;;;;;8,165;10,0;Fase 3 (7° e 8° ano);;;;;2023;7,000033333;Ametista;Aluno-399;2010-03-01 00:00:00;1900-01-13 00:00:00;7,5;5,0;4,2;4,8;0,0;;;;;;;;;;6,58;0;Médio;Bom;Bom;Baixo;Bom;Baixo;Bom;Excelente;Adequado;3,2;3,499999999999999;-2,5;6,4975;2;2;;0,14098985363671432;Psico abaixo de 7;0;Ametista
RA-402;FASE 3;3N;;;;Feminino;2019;Pública;Ágata;Ágata;Quartzo;5,261;;;;4,0;Avaliador-21;;Avaliador-6;;Avaliador-34;;Avaliador-8;;9,2;7,3;2,52;;4,2;;;;;;6,88;10,0;Fase 3 (7° e 8° ano);;;;;2023;6,632716667;Agata;Aluno-402;1/30/2010;13;7,8125;4,7;4,0;4,0;0,0;;;;;;;;;;5,261;0;Médio;Excelente;Bom;Baixo;Bom;Baixo;Médio;Excelente;Adequado;4,999999999999999;3,0999999999999996;-2,1875;6,3187500000000005;2;3;;0,2590122550085448;Psico abaixo de 7;0;Agata
RA-1168;FASE 3;3N;;;;Feminino;2023;Pública;;;;;;;;4,0;Avaliador-21;;Avaliador-6;;Avaliador-34;;Avaliador-8;;0,0;8,8;2,52;;3,5;;;;;;7,045;10,0;Fase 3 (7° e 8° ano);;;;;2023;5,886625;Quartzo;Aluno-1168;3/26/2010;13;7,65625;5,0;2,0;3,5;0,0;;;;;;;;;;5,886625;0;Médio;Baixo;Excelente;Baixo;Bom;Baixo;Bom;Excelente;Adequado;-3,5;5,300000000000001;-2,34375;4,920208333333334;3;3;;0,285139423074702;Psico abaixo de 7;0;Quartzo
RA-613;FASE 3;3N;;;;Masculino;2020;Pública;Ametista;Ametista;Topázio;8,121;;;;4,0;Avaliador-21;;Avaliador-6;;Avaliador-34;;Avaliador-8;;9,2;9,4;5,0;;4,8;;;;;;7,2125;5,0;Fase 4 (9° ano);;;;;2023;6,864508333;Agata;Aluno-613;10/25/2009;14;6,71875;4,3;6,2;3,8;-1,0;;;;;;;;;;8,121;1;Bom;Excelente;Excelente;Médio;Médio;Baixo;Bom;Médio;Defasado;4,3999999999999995;4,6000000000000005;1,71875;7,055208333333333;1;3;;0,7004360087465825;Psico abaixo de 7;1;Agata
RA-304;FASE 3;3N;;;;Masculino;2020;Pública;Ametista;Ágata;Ágata;6,355;;;;4,0;Avaliador-21;;Avaliador-6;;Avaliador-34;;Avaliador-8;;0,0;8,8;5,0;;5,7;;;;;;7,835;5,0;Fase 5 (1° EM);;;;;2023;6,241583333;Agata;Aluno-304;2007-02-12 00:00:00;1900-01-15 00:00:00;7,8125;7,0;3,7;6,3;-2,0;;;;;;;;;;6,355;1;Médio;Baixo;Excelente;Médio;Bom;Médio;Bom;Médio;Defasado;-5,7;3,1000000000000005;2,8125;5,857916666666667;1;3;;0,8248716994365217;Psico abaixo de 7;1;Agata
RA-454;FASE 3;3P;;;;Masculino;2018;Pública;Quartzo;Ágata;Quartzo;5,561;;;;4,0;Avaliador-32;;Avaliador-6;;Avaliador-34;;Avaliador-8;;0,0;7,5;5,0;;2,6;;;;;;5,54;5,0;Fase 5 (1° EM);;;;;2023;4,603416667;Quartzo;Aluno-454;9/18/2008;15;4,6875;4,2;1,2;2,5;-2,0;;;;;;;;;;5,561;1;Médio;Baixo;Bom;Médio;Baixo;Baixo;Médio;Médio;Defasado;-2,6;4,9;-0,3125;4,22125;3;5;;0,7581426471625734;Psico abaixo de 7;1;Quartzo
RA-444;FASE 3;3P;;;;Masculino;2018;Pública;Ágata;Ametista;Ágata;6,665;;;;4,0;Avaliador-32;;Avaliador-6;;Avaliador-34;;Avaliador-8;;0,0;7,9;5,0;;4,7;;;;;;6,4575;10,0;Fase 2 (5° e 6° ano);;;;;2023;5,958791667;Quartzo;Aluno-444;12/15/2011;11;6,40625;4,7;5,8;3,7;1,0;;;;;;;;;;6,665;0;Médio;Baixo;Bom;Médio;Médio;Baixo;Médio;Excelente;Adiantado;-4,7;3,2;-3,59375;5,0772916666666665;2;5;;0,6596553401613959;Psico abaixo de 7;1;Quartzo
