RA;FASE;TURMA;NOME;ANO_NASC;IDADE_22;GENERO;ANO_INGRESSO;INSTITUICAO_DE_ENSINO;PEDRA_20;PEDRA_21;PEDRA_22;INDE_22;CG;CF;CT;NO_AV;AVALIADOR1;REC_AV1;AVALIADOR2;REC_AV2;AVALIADOR3;REC_AV3;AVALIADOR4;REC_AV4;IAA;IEG;IPS;REC_PSICOLOGIA;IDA;MATEM;PORTUG;INGLES;INDICADO;ATINGIU_PV;IPV;IAN;FASE_IDEAL;DEFAS;DESTAQUE_IEG;DESTAQUE_IDA;DESTAQUE_IPV;ANO;INDE_2023;PEDRA_2023;NOME_ANONIMIZADO;DATA_DE_NASC;IDADE;IPP;MAT;POR;ING;DEFASAGEM;INDE_2024;PEDRA_2024;PEDRA_23;INDE_23;AVALIADOR5;AVALIADOR6;ESCOLA;ATIVO_INATIVO;ATIVO_INATIVO1;INDE;RISCO_DEFASAGEM;FAIXA_INDE;FAIXA_IAA;FAIXA_IEG;FAIXA_IPS;FAIXA_IPP;FAIXA_IDA;FAIXA_IPV;FAIXA_IAN;FAIXA_DEFASAGEM;DIF_AUTOAVALIACAO_DESEMPENHO;DIF_ENGAJAMENTO_DESEMPENHO;DIF_PSICOPEDAGOGICO_NIVEL;MEDIA_INDICADORES_SEM_IAN;QTD_INDICADORES_ABAIXO_5;QTD_INDICADORES_ABAIXO_7;INSTITUICAO_ENSINO;PROB_RISCO_DEFASAGEM;GRUPO_MULTI;CLASSIFICACAO_MODELO;PEDRA_ANALISE
RA-645;1;P;Aluno-645;2012,0;10,0;Feminino;2022;Escola Pública;;;Ágata;6,086;711,0;170,0;13,0;3,0;Avaliador-4;Mantido na Fase atual;Avaliador-2;Promovido de Fase;;Mantido na Fase atual;;;8,5;8,1;7,5;Requer avaliação;2,0;4,0;0,0;;Não;Não;6,833;5,0;Fase 2 (5º e 6º ano);-1,0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;6,086;1;Médio;Excelente;Bom;Bom;Sem informação;Baixo;Médio;Médio;Sem informação;6,5;6,1;;6,5866;1;2;;0,8091923532869033;Misto;1;nan
RA-647;1;R;Aluno-647;2012,0;10,0;Masculino;2022;Escola Pública;;;Ágata;6,606;624,0;152,0;12,0;3,0;Avaliador-7;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Mantido na Fase atual;;;9,5;8,6;7,5;Não atendido;3,3;1,5;5,2;;Não;Não;7,278;5,0;Fase 2 (5º e 6º ano);-1,0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;6,606;1;Médio;Excelente;Excelente;Bom;Sem informação;Baixo;Bom;Médio;Sem informação;6,2;5,3;;7,235600000000001;1;1;;0,7569019356893055;Misto;1;nan
RA-648;1;R;Aluno-648;2010,0;12,0;Masculino;2019;Escola Pública;Ametista;Ametista;Ágata;6,736;574,0;140,0;10,0;3,0;Avaliador-7;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Mantido na Fase atual;;;9,0;7,5;6,9;Sem limitações;5,3;5,0;5,5;;Não;Não;7,5;5,0;Fase 3 (7º e 8º ano);-2,0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;6,736;1;Médio;Excelente;Bom;Médio;Sem informação;Médio;Bom;Médio;Sem informação;3,7;2,2;;7,24;0;2;;0,7879013992053588;Psico abaixo de 7;1;nan
RA-658;1;U;Aluno-658;2012,0;10,0;Feminino;2022;Escola Pública;;;Ametista;7,407;357,0;93,0;7,0;2,0;Avaliador-5;Promovido de Fase;Avaliador-2;Promovido de Fase;;Não avaliado;;;10,0;9,3;7,5;Não atendido;5,6;4,7;6,5;;Não;Não;7,917;5,0;Fase 2 (5º e 6º ano);-1,0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;7,407;1;Bom;Excelente;Excelente;Bom;Sem informação;Médio;Bom;Médio;Sem informação;4,4;3,700000000000001;;8,0634;0;1;;0,7222051328593574;Misto;1;nan
RA-663;1;U;Aluno-663;2012,0;10,0;Masculino;2022;Escola Pública;;;Ágata;6,376;665,0;161,0;11,0;2,0;Avaliador-5;Mantido na Fase atual;Avaliador-2;Promovido de Fase;;Não avaliado;;;6,9;8,7;7,5;Não atendido;5,8;5,0;6,5;;Não;Não;5,25;5,0;Fase 2 (5º e 6º ano);-1,0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;6,376;1;Médio;Médio;Excelente;Bom;Sem informação;Médio;Médio;Médio;Sem informação;1,1000000000000005;2,8999999999999995;;6,830000000000001;0;3;;0,7546999169844855;Misto;1;nan
RA-689;0;D;Aluno-689;2013,0;9,0;Feminino;2022;Escola Pública;;;Ágata;6,433;655,0;172,0;9,0;2,0;Avaliador-13;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;7,4;7,9;5,6;Requer avaliação;5,8;6,0;5,5;;Não;Não;6,667;5,0;Fase 1 (4º ano);-1,0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;6,433;1;Médio;Bom;Bom;Médio;Sem informação;Médio;Médio;Médio;Sem informação;1,6000000000000005;2,1000000000000005;;6,673399999999999;0;3;;0,7455846760151623;Psico abaixo de 7;1;nan
RA-693;0;D;Aluno-693;2015,0;7,0;Feminino;2022;Escola Pública;;;Ametista;7,944;158,0;43,0;3,0;2,0;Avaliador-13;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;9,5;9,8;8,1;Sem limitações;5,7;5,0;6,3;;Não;Não;7,667;10,0;ALFA  (2º e 3º ano);0,0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;7,944;0;Bom;Excelente;Excelente;Bom;Sem informação;Médio;Bom;Excelente;Sem informação;3,8;4,1000000000000005;;8,153400000000001;0;1;;0,6529781982270793;Misto;1;nan
RA-703;0;F;Aluno-703;2012,0;10,0;Masculino;2021;Escola Pública;;Quartzo;Ágata;6,099;710,0;177,0;9,0;2,0;Avaliador-11;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;7,5;7,4;5,0;Não indicado;5,1;5,3;4,8;;Não;Não;6,833;5,0;Fase 2 (5º e 6º ano);-2,0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;6,099;1;Médio;Bom;Bom;Médio;Sem informação;Médio;Médio;Médio;Sem informação;2,4000000000000004;2,3000000000000007;;6,3666;0;3;;0,7455846760151623;Psico abaixo de 7;1;nan
RA-711;0;G;Aluno-711;2013,0;9,0;Masculino;2022;Escola Pública;;;Ágata;6,04;721,0;178,0;11,0;2,0;Avaliador-13;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;9,0;7,9;6,3;Não atendido;3,5;4,0;3,0;;Não;Não;6,0;5,0;Fase 1 (4º ano);-1,0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;6,04;1;Médio;Excelente;Bom;Médio;Sem informação;Baixo;Médio;Médio;Sem informação;5,5;4,4;;6,540000000000001;1;3;;0,7782579345078049;Psico abaixo de 7;1;nan
RA-715;0;G;Aluno-715;2013,0;9,0;Feminino;2022;Escola Pública;;;Ágata;6,656;604,0;166,0;9,0;2,0;Avaliador-13;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;8,5;8,7;4,4;Não indicado;4,9;4,8;5,0;;Não;Não;7,917;5,0;Fase 1 (4º ano);-1,0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;6,656;1;Médio;Excelente;Excelente;Baixo;Sem informação;Baixo;Bom;Médio;Sem informação;3,5999999999999996;3,799999999999999;;6,8834;2;2;;0,7236010008082742;Psico abaixo de 7;1;nan
RA-717;0;G;Aluno-717;2012,0;10,0;Feminino;2021;Escola Pública;;Ametista;Ágata;6,832;545,0;155,0;7,0;2,0;Avaliador-13;Promovido de Fase;Avaliador-3;Promovido de Fase;;Não avaliado;;;9,0;7,3;7,5;Não atendido;5,4;5,0;5,8;;Não;Não;7,917;5,0;Fase 2 (5º e 6º ano);-2,0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;6,832;1;Médio;Excelente;Bom;Bom;Sem informação;Médio;Bom;Médio;Sem informação;3,5999999999999996;1,8999999999999995;;7,423400000000001;0;1;;0,7123426412952818;Misto;1;nan
RA-726;0;H;Aluno-726;2015,0;7,0;Feminino;2022;Escola Pública;;;Ágata;6,985;492,0;140,0;5,0;2,0;Avaliador-11;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;10,0;7,5;7,5;Não atendido;4,4;5,8;3,0;;Não;Não;6,583;10,0;ALFA  (2º e 3º ano);0,0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;6,985;0;Médio;Excelente;Bom;Bom;Sem informação;Baixo;Médio;Excelente;Sem informação;5,6;3,0999999999999996;;7,196599999999999;1;2;;0,7782579345078049;Misto;1;nan
RA-733;0;J;Aluno-733;2013,0;9,0;Feminino;2022;Escola Pública;;;Ágata;6,684;594,0;163,0;13,0;2,0;Avaliador-13;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;9,5;8,5;5,6;Sem limitações;5,1;6,0;4,2;;Não;Não;6,917;5,0;Fase 1 (4º ano);-1,0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;6,684;1;Médio;Excelente;Excelente;Médio;Sem informação;Médio;Médio;Médio;Sem informação;4,4;3,4000000000000004;;7,123400000000001;0;3;;0,7082121865144276;Psico abaixo de 7;1;nan
RA-736;0;J;Aluno-736;2012,0;10,0;Masculino;2022;Escola Pública;;;Ágata;6,707;589,0;162,0;12,0;2,0;Avaliador-13;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;9,0;8,5;5,6;Sem limitações;5,4;4,7;6,2;;Não;Não;7,0;5,0;Fase 2 (5º e 6º ano);-2,0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;6,707;1;Médio;Excelente;Excelente;Médio;Sem informação;Médio;Bom;Médio;Sem informação;3,5999999999999996;3,0999999999999996;;7,1;0;2;;0,5680354437955923;Psico abaixo de 7;1;nan
RA-738;0;J;Aluno-738;2014,0;8,0;Feminino;2022;Escola Pública;;;Ametista;7,227;417,0;124,0;6,0;2,0;Avaliador-13;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;8,5;8,1;5,6;Sem limitações;5,7;7,7;3,7;;Não;Não;7,5;10,0;ALFA  (2º e 3º ano);0,0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;7,227;0;Bom;Excelente;Bom;Médio;Sem informação;Médio;Bom;Excelente;Sem informação;2,8;2,3999999999999995;;7,080000000000001;0;2;;0,7363935182459818;Psico abaixo de 7;1;nan
RA-739;0;J;Aluno-739;2014,0;8,0;Masculino;2022;Escola Pública;;;Ágata;6,82;549,0;156,0;11,0;2,0;Avaliador-13;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;6,4;7,3;5,6;Sem limitações;5,9;6,0;5,8;;Não;Não;7,083;10,0;ALFA  (2º e 3º ano);0,0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;6,82;0;Médio;Médio;Bom;Médio;Sem informação;Médio;Bom;Excelente;Sem informação;0,5;1,3999999999999995;;6,456599999999999;0;3;;0,7455846760151623;Psico abaixo de 7;1;nan
RA-743;0;J;Aluno-743;2013,0;9,0;Feminino;2022;Escola Pública;;;Ágata;6,672;597,0;164,0;14,0;2,0;Avaliador-13;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;10,0;7,9;5,6;Sem limitações;4,8;4,8;4,8;;Não;Não;7,5;5,0;Fase 1 (4º ano);-1,0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;6,672;1;Médio;Excelente;Bom;Médio;Sem informação;Baixo;Bom;Médio;Sem informação;5,2;3,1000000000000005;;7,159999999999999;1;2;;0,7596713301976176;Psico abaixo de 7;1;nan
RA-756;0;K;Aluno-756;2013,0;9,0;Masculino;2022;Escola Pública;;;Ágata;6,976;495,0;142,0;8,0;2,0;Avaliador-11;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;10,0;7,9;7,5;Não atendido;5,7;5,6;5,8;;Não;Não;7,25;5,0;Fase 1 (4º ano);-1,0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;6,976;1;Médio;Excelente;Bom;Bom;Sem informação;Médio;Bom;Médio;Sem informação;4,3;2,2;;7,669999999999999;0;1;;0,7123426412952818;Misto;1;nan
RA-765;0;L;Aluno-765;2013,0;9,0;Masculino;2022;Escola Pública;;;Ágata;6,902;523,0;149,0;11,0;2,0;Avaliador-13;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;8,5;9,3;7,5;Não atendido;4,3;5,0;3,7;;Não;Não;7,417;5,0;Fase 1 (4º ano);-1,0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;6,902;1;Médio;Excelente;Excelente;Bom;Sem informação;Baixo;Bom;Médio;Sem informação;4,2;5,000000000000001;;7,4034;1;1;;0,7106715332445422;Misto;1;nan
RA-777;0;N;Aluno-777;2014,0;8,0;Masculino;2022;Escola Pública;;;Ametista;7,096;457,0;133,0;4,0;2,0;Avaliador-13;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;8,0;7,7;7,5;Não atendido;5,3;6,5;4,0;;Não;Não;7,0;10,0;ALFA  (2º e 3º ano);0,0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;7,096;0;Bom;Bom;Bom;Bom;Sem informação;Médio;Bom;Excelente;Sem informação;2,7;2,4000000000000004;;7,1;0;1;;0,561196400365938;Misto;1;nan
RA-787;0;O;Aluno-787;2014,0;8,0;Masculino;2022;Escola Pública;;;Ametista;7,205;426,0;127,0;9,0;2,0;Avaliador-13;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;8,5;9,5;7,5;Não atendido;3,4;4,2;2,7;;Não;Não;7,25;10,0;ALFA  (2º e 3º ano);0,0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;7,205;0;Bom;Excelente;Excelente;Bom;Sem informação;Baixo;Bom;Excelente;Sem informação;5,1;6,1;;7,2299999999999995;1;1;;0,7106715332445422;Misto;1;nan
RA-789;0;O;Aluno-789;2015,0;7,0;Feminino;2022;Escola Pública;;;Ametista;7,405;359,0;108,0;7,0;2,0;Avaliador-13;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;9,0;9,4;7,5;Não atendido;4,2;3,7;4,7;;Não;Não;7,417;10,0;ALFA  (2º e 3º ano);0,0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;7,405;0;Bom;Excelente;Excelente;Bom;Sem informação;Baixo;Bom;Excelente;Sem informação;4,8;5,2;;7,503399999999999;1;1;;0,7106715332445422;Misto;1;nan
RA-794;0;O;Aluno-794;2014,0;8,0;Feminino;2022;Escola Pública;;;Ametista;7,335;381,0;114,0;8,0;2,0;Avaliador-13;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;9,5;8,9;7,5;Não atendido;4,1;3,7;4,5;;Não;Não;7,333;10,0;ALFA  (2º e 3º ano);0,0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;7,335;0;Bom;Excelente;Excelente;Bom;Sem informação;Baixo;Bom;Excelente;Sem informação;5,4;4,800000000000001;;7,4666;1;1;;0,7106715332445422;Misto;1;nan
RA-796;0;Q;Aluno-796;2012,0;10,0;Feminino;2022;Escola Pública;;;Ametista;7,232;416,0;123,0;3,0;2,0;Avaliador-13;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;9,5;9,3;7,5;Não atendido;5,4;5,8;5,0;;Não;Não;7,667;5,0;Fase 2 (5º e 6º ano);-2,0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;7,232;1;Bom;Excelente;Excelente;Bom;Sem informação;Médio;Bom;Médio;Sem informação;4,1;3,9000000000000004;;7,873400000000001;0;1;;0,672233705493807;Misto;1;nan
RA-804;0;Q;Aluno-804;2012,0;10,0;Masculino;2022;Escola Pública;;;Ágata;6,848;540,0;153,0;7,0;2,0;Avaliador-13;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;10,0;8,4;6,3;Não atendido;4,8;5,5;4,0;;Não;Não;7,667;5,0;Fase 2 (5º e 6º ano);-2,0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;6,848;1;Médio;Excelente;Bom;Médio;Sem informação;Baixo;Bom;Médio;Sem informação;5,2;3,6000000000000005;;7,433400000000001;1;2;;0,7508189953783813;Psico abaixo de 7;1;nan
RA-821;0;T;Aluno-821;2012,0;10,0;Masculino;2022;Escola Pública;;;Ágata;6,342;671,0;174,0;5,0;2,0;Avaliador-13;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;9,0;7,0;7,5;Não atendido;4,6;5,2;4,0;;Não;Não;6,917;5,0;Fase 2 (5º e 6º ano);-2,0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;6,342;1;Médio;Excelente;Bom;Bom;Sem informação;Baixo;Médio;Médio;Sem informação;4,4;2,4000000000000004;;7,003400000000001;1;2;;0,7782579345078049;Misto;1;nan
RA-826;0;U;Aluno-826;2014,0;8,0;Masculino;2022;Escola Pública;;;Ametista;7,776;211,0;55,0;5,0;2,0;Avaliador-13;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;9,5;9,6;7,5;Não atendido;5,4;4,3;6,5;;Não;Não;7,5;10,0;ALFA  (2º e 3º ano);0,0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;7,776;0;Bom;Excelente;Excelente;Bom;Sem informação;Médio;Bom;Excelente;Sem informação;4,1;4,199999999999999;;7,9;0;1;;0,5263327688394707;Misto;1;nan
RA-846;0;Y;Aluno-846;2015,0;7,0;Feminino;2022;Escola Pública;;;Ametista;7,412;353,0;105,0;7,0;2,0;Avaliador-11;Mantido na Fase atual;Avaliador-3;Mantido na Fase atual;;Não avaliado;;;9,0;7,2;7,5;Não atendido;5,9;7,7;4,0;;Não;Não;7,917;10,0;ALFA  (2º e 3º ano);0,0;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;2022;;;;;;;;;;;;;;;;;;;;7,412;0;Bom;Excelente;Bom;Bom;Sem informação;Médio;Bom;Excelente;Sem informação;3,0999999999999996;1,2999999999999998;;7,503400000000001;0;1;;0,7123426412952818;Misto;1;nan
RA-870;ALFA;ALFA A - G0/G1;;;;Feminino;2023;Pública;;;;;;;;2,0;Avaliador-11;;Avaliador-2;;;;;;0,0;8,5;8,76;;1,5;;;;;;5,165;5,0;Fase 1 (3° e 4° ano);;;;;2023;4,909;Quartzo;Aluno-870;10/20/2014;9;5,0;2,0;1,0;;-1,0;;;;;;;;;;4,909;1;Baixo;Baixo;Excelente;Excelente;Médio;Baixo;Médio;Médio;Defasado;-1,5;7,0;0,0;4,820833333333333;2;4;;0,7308160933246423;Psico abaixo de 7;1;Quartzo
RA-874;ALFA;ALFA B - G2/G3;;;;Masculino;2023;Pública;;;;;;;;2,0;Avaliador-13;;Avaliador-3;;;;;;0,0;8,2;7,52;;4,8;;;;;;6,67;5,0;Fase 1 (3° e 4° ano);;;;;2023;5,811;Quartzo;Aluno-874;11/17/2013;9;6,25;6,3;3,3;;-1,0;;;;;;;;;;5,811;1;Médio;Baixo;Bom;Bom;Médio;Baixo;Médio;Médio;Defasado;-4,8;3,3999999999999995;1,25;5,573333333333333;2;4;;0,8202016167211061;Psico abaixo de 7;1;Quartzo
RA-882;ALFA;ALFA C - G0/G1;;;;Feminino;2023;Pública;;;;;;;;2,0;Avaliador-11;;Avaliador-3;;;;;;9,0;8,6;2,52;;4,7;;;;;;4,16;10,0;ALFA (1° e 2° ano);;;;;2023;6,0092;Agata;Aluno-882;6/15/2015;8;3,75;4,8;4,5;;0,0;;;;;;;;;;6,0092;0;Médio;Excelente;Excelente;Baixo;Baixo;Baixo;Baixo;Excelente;Adequado;4,3;3,8999999999999995;-6,25;5,455000000000001;4;4;;0,7203926176632002;Psico abaixo de 7;1;Agata
RA-902;ALFA;ALFA E - G2/G3;;;;Masculino;2023;Pública;;;;;;;;2,0;Avaliador-13;;Avaliador-3;;;;;;10,0;9,3;2,52;;3,9;;;;;;6,5;2,5;Fase 3 (7° e 8° ano);;;;;2023;5,97345;Quartzo;Aluno-902;10/24/2011;12;5,3125;4,5;3,3;;-3,0;;;;;;;;;;5,97345;1;Médio;Excelente;Excelente;Baixo;Médio;Baixo;Médio;Baixo;Defasado;6,1;5,4;2,8125;6,255416666666666;2;4;;0,8550509644960907;Psico abaixo de 7;1;Quartzo
RA-709;ALFA;ALFA G - G2/G3;;;;Feminino;2022;Pública;;;Quartzo;5,313;;;;2,0;Avaliador-13;;Avaliador-3;;;;;;10,0;7,9;7,52;;4,9;;;;;;6,59;5,0;Fase 2 (5° e 6° ano);;;;;2023;6,6927;Agata;Aluno-709;8/29/2012;11;5,625;5,5;4,3;;-2,0;;;;;;;;;;5,313;1;Médio;Excelente;Bom;Bom;Médio;Baixo;Médio;Médio;Defasado;5,1;3,0;0,625;7,089166666666666;1;3;;0,783009891836628;Psico abaixo de 7;1;Agata
RA-919;ALFA;ALFA H - G0/G1;;;;Masculino;2023;Pública;;;;;;;;2,0;Avaliador-11;;Avaliador-3;;;;;;0,0;8,4;7,52;;5,3;;;;;;8,09;5,0;Fase 1 (3° e 4° ano);;;;;2023;6,225;Agata;Aluno-919;4/16/2014;9;6,25;5,5;5,0;;-1,0;;;;;;;;;;6,225;1;Médio;Baixo;Bom;Bom;Médio;Médio;Bom;Médio;Defasado;-5,3;3,1000000000000005;1,25;5,926666666666667;1;3;;0,8087697804734675;Psico abaixo de 7;1;Agata
RA-715;ALFA;ALFA I - G2/G3;;;;Feminino;2022;Pública;;;Ágata;6,656;;;;2,0;Avaliador-13;;Avaliador-3;;;;;;0,0;9,5;3,14;;5,4;;;;;;7,675;5,0;Fase 2 (5° e 6° ano);;;;;2023;5,8915;Quartzo;Aluno-715;2013-12-08 00:00:00;1900-01-10 00:00:00;5,625;4,5;6,3;;-2,0;;;;;;;;;;6,656;1;Médio;Baixo;Excelente;Baixo;Médio;Médio;Bom;Médio;Defasado;-5,4;4,1;0,625;5,223333333333334;2;4;;0,7363265246207883;Psico abaixo de 7;1;Quartzo
RA-925;ALFA;ALFA I - G2/G3;;;;Masculino;2023;Pública;;;;;;;;2,0;Avaliador-13;;Avaliador-3;;;;;;9,0;8,9;7,52;;5,4;;;;;;5,595;10,0;ALFA (1° e 2° ano);;;;;2023;7,1837;Ametista;Aluno-925;2015-01-12 00:00:00;1900-01-07 00:00:00;5,625;5,2;5,5;;0,0;;;;;;;;;;7,1837;0;Bom;Excelente;Excelente;Bom;Médio;Médio;Médio;Excelente;Adequado;3,5999999999999996;3,5;-4,375;7,006666666666667;0;3;;0,2201639305163793;Psico abaixo de 7;0;Ametista
RA-938;ALFA;ALFA K - G0/G1;;;;Masculino;2023;Pública;;;;;;;;2,0;Avaliador-11;;Avaliador-3;;;;;;8,5;8,4;7,52;;4,2;;;;;;7,5;5,0;Fase 1 (3° e 4° ano);;;;;2023;6,7372;Agata;Aluno-938;2014-01-06 00:00:00;1900-01-09 00:00:00;6,25;0,0;8,3;;-1,0;;;;;;;;;;6,7372;1;Médio;Excelente;Bom;Bom;Médio;Baixo;Bom;Médio;Defasado;4,3;4,2;1,25;7,0616666666666665;1;2;;0,827793748632392;Psico abaixo de 7;1;Agata
