ANO;RA;NOME;FASE;TURMA;GENERO;IDA;IEG;IPS;IPP;IAA;IPV;PROB_RISCO_DEFASAGEM;CLASSIFICACAO_RISCO_MODELO;RISCO_DEFASAGEM;IAN;DEFASAGEM
2022;RA-842;Aluno-842;0;Y;Feminino;9,1;8,3;7,5;;7,5;8,25;0,6795783767707836;Alto;0;10,0;
2022;RA-847;Aluno-847;0;Y;Masculino;7,7;8,2;4,4;;7,9;7,417;0,6795783767707836;Alto;1;5,0;
2022;RA-370;Aluno-370;2;F;Feminino;7,2;8,2;5,0;;8,5;7,611;0,6795783767707836;Alto;1;5,0;
2022;RA-352;Aluno-352;2;D;Masculino;7,0;8,1;5,6;;9,0;8,389;0,6795783767707836;Alto;0;10,0;
2022;RA-722;Aluno-722;0;G;Feminino;8,1;8,1;4,4;;10,0;8,333;0,6795783767707836;Alto;1;5,0;
2022;RA-721;Aluno-721;0;G;Feminino;7,6;8,1;7,5;;9,5;7,917;0,6795783767707836;Alto;0;10,0;
2022;RA-825;Aluno-825;0;T;Feminino;7,6;8,2;6,9;;7,5;7,917;0,6795783767707836;Alto;1;5,0;
2022;RA-708;Aluno-708;0;F;Masculino;7,3;8,4;7,5;;8,0;7,583;0,6795783767707836;Alto;1;5,0;
2022;RA-707;Aluno-707;0;F;Feminino;8,5;8,1;6,9;;10,0;8,083;0,6795783767707836;Alto;1;5,0;
2022;RA-836;Aluno-836;0;V;Masculino;9,2;8,3;7,5;;8,5;7,583;0,6795783767707836;Alto;1;5,0;
2022;RA-442;Aluno-442;2;P;Feminino;7,5;8,2;7,5;;10,0;8,222;0,6795783767707836;Alto;0;10,0;
2022;RA-812;Aluno-812;0;R;Masculino;7,4;8,1;5,6;;9,0;7,333;0,6795783767707836;Alto;0;10,0;
2022;RA-771;Aluno-771;0;M;Feminino;7,0;8,3;7,5;;10,0;7,5;0,6795783767707836;Alto;0;10,0;
2022;RA-849;Aluno-849;0;Y;Masculino;9,1;8,3;7,5;;8,5;7,417;0,6795783767707836;Alto;1;5,0;
2022;RA-101;Aluno-101;4;A;Feminino;7,6;8,3;7,5;;7,9;6,833;0,6795783767707836;Alto;1;5,0;
2022;RA-121;Aluno-121;4;B;Feminino;7,2;8,4;6,3;;7,1;7,625;0,6795783767707836;Alto;1;5,0;
2022;RA-57;Aluno-57;5;B;Masculino;8,4;8,1;5,6;;7,1;7,875;0,6795783767707836;Alto;1;5,0;
2024;RA-700;;1G;1G;Feminino;5,25;9,564393939;5,635;7,291666667;8,502;7,0;0,678929728602297;Alto;1;5,0;-1,0
2024;RA-1415;;1G;1G;Feminino;6,75;9,7727272725;6,26;7,291666667;8,002;7,056666667;0,678929728602297;Alto;1;5,0;-1,0
2024;RA-1457;;2B;2B;Feminino;2,75;8,0357142855;7,51;7,291666667;3,498;7,663333333;0,678929728602297;Alto;1;5,0;-1,0
2024;RA-1445;;1N;1N;Feminino;7,25;9,5;7,51;7,916666667;9,502;7,5;0,6787849306217726;Alto;1;5,0;-1,0
2024;RA-1416;;1G;1G;Feminino;7,75;8,2765151515;7,51;7,916666667;8,502;6,386666667;0,6787849306217726;Alto;1;5,0;-1,0
2024;RA-796;;2P;2P;Feminino;5,25;8,2212885155;7,51;7,916666667;8,502;7,326666667;0,6787849306217726;Alto;1;5,0;-1,0
2024;RA-1001;;1N;1N;Feminino;7,75;9,347826087;7,51;7,916666667;7,502;7,92;0,6787849306217726;Alto;1;5,0;-1,0
2024;RA-1447;;1N;1N;Feminino;5,25;9,7368421055;7,51;7,916666667;9,502;7,75;0,6787849306217726;Alto;1;5,0;-1,0
2024;RA-1418;;1G;1G;Masculino;8,25;9,128787879;7,51;7,916666667;8,502;6,833333333;0,6787849306217726;Alto;1;5,0;-1,0
2024;RA-836;;1J;1J;Masculino;2,75;6,439393939;7,51;7,34375;9,502;6,25;0,6783092495264372;Alto;1;5,0;-1,0
2024;RA-1425;;1J;1J;Masculino;7,0;6,7976190475;7,51;7,34375;9,002;5,92;0,6783092495264372;Alto;1;5,0;-1,0
2024;RA-763;;1N;1N;Feminino;5,25;8,8636363635;6,26;7,708333333;9,002;6,825;0,6781840260458776;Alto;1;5,0;-1,0
2022;RA-399;Aluno-399;2;K;Feminino;4,3;9,3;5,6;;6,8;7,5;0,6746513383731915;Alto;1;5,0;
2023;RA-1110;;FASE 2;2H;Feminino;6,8;9,2;5,0;8,541666667;4,6;8,73;0,6746487880247889;Alto;1;5,0;-1,0
2022;RA-25;Aluno-25;6;A;Feminino;6,9;8,3;8,8;;8,3;9,667;0,6744400876485652;Alto;1;5,0;
2022;RA-236;Aluno-236;3;F;Feminino;3,7;7,5;7,5;;9,6;7,208;0,6734527998481586;Alto;0;10,0;
2024;RA-1201;;5N;5N;Masculino;9,0;9,523809523666666;7,51;8,333333333;8,751;8,56;0,6732769096232325;Alto;1;5,0;-1,0
2023;RA-548;;FASE 2;2G;Masculino;7,4;9,1;2,52;8,333333333;9,0;8,283333333;0,6732769096232325;Alto;1;5,0;-1,0
2023;RA-614;;FASE 2;2M;Masculino;8,6;9,1;7,52;8,333333333;9,0;8,563333333;0,6732769096232325;Alto;1;5,0;-1,0
2024;RA-988;;1P;1P;Feminino;7,75;10,0;7,51;8,333333333;9,502;7,96;0,6732769096232325;Alto;1;5,0;-1,0
2024;RA-926;;1G;1G;Feminino;7,0;9,7727272725;7,51;8,333333333;9,002;7,22;0,6732769096232325;Alto;1;5,0;-1,0
2024;RA-753;;1K;1K;Feminino;8,5;9,047619048;7,51;8,333333333;10,002;8,255;0,6732769096232325;Alto;1;5,0;-1,0
2023;RA-1076;;FASE 2;2A;Feminino;8,5;9,7;2,52;8,333333333;9,0;8,8775;0,6732769096232325;Alto;1;5,0;-1,0
2023;RA-32;;FASE 7;7A;Feminino;7,9;8,2;3,77;7,375;0,0;6,8775;0,6728442971707642;Alto;0;10,0;0,0
2023;RA-401;;FASE 2;2K;Feminino;7,3;8,1;2,52;7,083333333;4,0;7,116666667;0,6728442971707642;Alto;1;5,0;-1,0
2023;RA-456;;FASE 2;2P;Feminino;9,9;8,3;4,39;9,583333333;0,0;9,953333333;0,6728442971707642;Alto;1;5,0;-1,0
2023;RA-633;;FASE 2;2R;Feminino;7,2;8,1;6,27;8,541666667;1,7;7,286666667;0,6728442971707642;Alto;1;5,0;-1,0
2022;RA-762;Aluno-762;0;L;Masculino;6,7;9,7;7,5;;10,0;7,083;0,672233705493807;Alto;1;2,5;
2022;RA-763;Aluno-763;0;L;Feminino;6,5;9,7;7,5;;9,5;7,167;0,672233705493807;Alto;1;5,0;
2022;RA-791;Aluno-791;0;O;Feminino;6,5;8,7;7,5;;9,5;8,5;0,672233705493807;Alto;1;5,0;
2022;RA-443;Aluno-443;2;P;Feminino;5,6;9,1;7,5;;9,0;8,5;0,672233705493807;Alto;1;5,0;
2022;RA-360;Aluno-360;2;D;Feminino;5,2;8,5;7,5;;9,5;7,5;0,672233705493807;Alto;1;5,0;
2022;RA-475;Aluno-475;2;U;Feminino;5,8;9,2;7,5;;8,5;7,667;0,672233705493807;Alto;1;5,0;
2022;RA-796;Aluno-796;0;Q;Feminino;5,4;9,3;7,5;;9,5;7,667;0,672233705493807;Alto;1;5,0;
2022;RA-52;Aluno-52;5;B;Masculino;6,2;8,9;7,5;;9,6;7,5;0,672233705493807;Alto;0;10,0;
2022;RA-9;Aluno-9;7;A;Feminino;6,7;9,5;7,5;;8,8;9,5;0,672233705493807;Alto;1;5,0;
2022;RA-414;Aluno-414;2;L;Feminino;5,9;9,3;7,5;;8,0;7,667;0,672233705493807;Alto;1;5,0;
2022;RA-394;Aluno-394;2;J;Feminino;5,9;8,6;7,5;;9,5;8,444;0,672233705493807;Alto;0;10,0;
2022;RA-407;Aluno-407;2;K;Masculino;6,0;9,3;7,5;;8,5;7,056;0,672233705493807;Alto;1;5,0;
2022;RA-406;Aluno-406;2;K;Feminino;6,6;9,5;7,5;;9,5;7,333;0,672233705493807;Alto;1;5,0;
2022;RA-696;Aluno-696;0;E;Feminino;6,6;9,0;7,5;;8,5;8,167;0,672233705493807;Alto;1;5,0;
2022;RA-403;Aluno-403;2;K;Masculino;6,3;9,3;7,5;;9,5;7,5;0,672233705493807;Alto;1;5,0;
2022;RA-448;Aluno-448;2;P;Feminino;5,5;9,7;7,5;;9,0;8,111;0,672233705493807;Alto;0;10,0;
2022;RA-830;Aluno-830;0;U;Feminino;6,0;8,6;7,5;;10,0;7,5;0,672233705493807;Alto;1;5,0;
2022;RA-398;Aluno-398;2;K;Feminino;5,5;9,3;7,5;;9,0;7,5;0,672233705493807;Alto;0;10,0;
2022;RA-350;Aluno-350;2;D;Feminino;6,5;8,8;7,5;;10,0;8,611;0,672233705493807;Alto;0;10,0;
2022;RA-337;Aluno-337;2;B;Masculino;5,8;9,3;7,5;;10,0;7,611;0,672233705493807;Alto;0;10,0;
2022;RA-375;Aluno-375;2;F;Masculino;5,4;9,5;7,5;;9,0;7,667;0,672233705493807;Alto;0;10,0;
2023;RA-509;;FASE 2;2C;Feminino;8,6;8,1;2,52;8,958333333;8,5;8,84;0,671569629447854;Alto;1;5,0;-1,0
2023;RA-469;;FASE 2;2L;Feminino;7,8;9,3;2,52;7,916666667;7,5;8,843333333;0,6715531385221383;Alto;1;5,0;-1,0
2023;RA-409;;FASE 2;2K;Feminino;8,0;9,5;2,52;7,916666667;8,4;8,73;0,6715531385221383;Alto;1;5,0;-1,0
2022;RA-675;Aluno-675;0;A;Masculino;7,4;6,6;8,1;;10,0;7,083;0,6711915439595441;Alto;0;10,0;
2022;RA-684;Aluno-684;0;C;Masculino;9,3;7,5;8,1;;9,5;7,917;0,6711915439595441;Alto;0;10,0;
2022;RA-106;Aluno-106;4;A;Feminino;7,4;8,0;9,4;;9,2;8,375;0,6711915439595441;Alto;1;5,0;
2022;RA-728;Aluno-728;0;H;Feminino;9,1;7,3;8,1;;9,5;8,167;0,6711915439595441;Alto;0;10,0;
2022;RA-727;Aluno-727;0;H;Masculino;8,4;7,7;8,1;;9,0;6,75;0,6711915439595441;Alto;0;10,0;
2022;RA-732;Aluno-732;0;I;Masculino;7,2;7,9;8,8;;9,0;7,5;0,6711915439595441;Alto;1;5,0;
2022;RA-27;Aluno-27;6;A;Masculino;8,0;7,6;8,1;;0,0;9,111;0,6711915439595441;Alto;1;5,0;
2022;RA-200;Aluno-200;3;B;Masculino;5,5;5,6;4,4;;7,9;4,917;0,6708236247265461;Alto;1;5,0;
2022;RA-209;Aluno-209;3;C;Masculino;6,0;4,8;5,6;;0,0;3,75;0,6708236247265461;Alto;1;5,0;
2022;RA-225;Aluno-225;3;E;Masculino;5,0;5,3;7,5;;8,3;5,708;0,6708236247265461;Alto;1;5,0;
2022;RA-238;Aluno-238;3;F;Feminino;5,1;6,4;5,0;;8,8;7,208;0,6708236247265461;Alto;1;5,0;
2022;RA-222;Aluno-222;3;D;Feminino;6,2;4,6;7,5;;7,1;4,917;0,6708236247265461;Alto;1;5,0;
2022;RA-261;Aluno-261;3;G;Feminino;5,8;7,2;5,6;;8,8;7,042;0,6708236247265461;Alto;1;5,0;
2022;RA-297;Aluno-297;3;M;Feminino;6,6;7,9;6,3;;7,1;7,417;0,6708236247265461;Alto;0;10,0;
2022;RA-202;Aluno-202;3;B;Feminino;5,4;5,2;4,4;;0,0;6,917;0,6708236247265461;Alto;1;5,0;
2022;RA-207;Aluno-207;3;C;Masculino;5,8;4,8;7,5;;0,0;5,708;0,6708236247265461;Alto;1;2,5;
2022;RA-268;Aluno-268;3;K;Feminino;5,7;6,7;6,3;;9,2;7,208;0,6708236247265461;Alto;1;5,0;
2022;RA-230;Aluno-230;3;E;Masculino;5,7;5,1;7,5;;7,9;6,75;0,6708236247265461;Alto;1;5,0;
2022;RA-235;Aluno-235;3;E;Feminino;6,3;7,3;7,5;;8,3;6,417;0,6708236247265461;Alto;1;5,0;
2022;RA-266;Aluno-266;3;I;Feminino;6,0;5,8;5,6;;7,5;6,583;0,6708236247265461;Alto;1;2,5;
2022;RA-272;Aluno-272;3;K;Masculino;5,1;5,7;7,5;;9,2;6,417;0,6708236247265461;Alto;1;5,0;
2022;RA-208;Aluno-208;3;C;Masculino;6,1;7,1;7,5;;7,5;6,417;0,6708236247265461;Alto;1;5,0;
2022;RA-281;Aluno-281;3;K;Feminino;5,9;6,9;7,5;;6,7;5,625;0,6708236247265461;Alto;0;10,0;
2022;RA-298;Aluno-298;3;M;Masculino;5,2;6,3;5,6;;9,2;5,417;0,6708236247265461;Alto;0;10,0;
2022;RA-301;Aluno-301;3;M;Feminino;6,3;5,8;5,6;;8,8;6,042;0,6708236247265461;Alto;0;10,0;
2022;RA-308;Aluno-308;3;M;Masculino;5,0;7,4;6,9;;7,9;6,167;0,6708236247265461;Alto;0;10,0;
2022;RA-306;Aluno-306;3;M;Feminino;5,2;6,8;7,5;;8,3;5,958;0,6708236247265461;Alto;1;5,0;
2022;RA-309;Aluno-309;3;M;Feminino;6,5;5,2;7,5;;9,2;5,083;0,6708236247265461;Alto;1;5,0;
2022;RA-311;Aluno-311;3;N;Feminino;5,2;5,6;5,0;;7,9;6,222;0,6708236247265461;Alto;1;2,5;
2022;RA-314;Aluno-314;3;N;Feminino;5,3;5,4;5,0;;5,4;6,0;0,6708236247265461;Alto;0;10,0;
2022;RA-318;Aluno-318;3;N;Feminino;5,8;6,9;6,9;;8,3;6,111;0,6708236247265461;Alto;1;5,0;
2022;RA-254;Aluno-254;3;G;Masculino;5,3;7,4;5,6;;10,0;6,917;0,6708236247265461;Alto;1;5,0;
2022;RA-190;Aluno-190;3;A;Feminino;6,3;6,9;8,8;;6,7;7,25;0,6695114787252148;Alto;0;10,0;
2024;RA-1198;;5A;5A;Feminino;3,5;9,458874459;7,51;7,375;8,751;7,332;0,6680722373779493;Alto;1;5,0;-1,0
2024;RA-1156;;4F;4F;Feminino;2,0;7,821067821;7,51;7,125;7,5;7,5;0,6680722373779493;Alto;0;10,0;1,0
2024;RA-1540;;3M;3M;Feminino;2,6666666666666665;5,0;7,51;7,125;8,334;6,83;0,6678625983883983;Alto;1;5,0;-1,0
2023;RA-1230;;FASE 7;7E;Feminino;;;2,52;;0,0;;0,6667466357300841;Alto;0;10,0;1,0
2023;RA-172;;FASE 7;7E;Feminino;;;3,77;;0,0;;0,6667466357300841;Alto;0;10,0;2,0
2023;RA-119;;FASE 7;7E;Feminino;;;2,52;;6,7;;0,6667466357300841;Alto;0;10,0;2,0
2024;RA-1451;;1R;1R;Feminino;6,0;8,8095238095;7,51;7,96875;10,002;7,7525;0,6660848548417412;Alto;1;5,0;-1,0
2023;RA-1183;;FASE 4;4C;Masculino;5,3;8,7;2,52;6,09375;7,5;6,7575;0,665421263465959;Alto;1;5,0;-1,0
2023;RA-760;;FASE 2;2L;Masculino;6,3;8,8;7,52;7,083333333;0,0;7,84;0,665421263465959;Alto;1;5,0;-1,0
2024;RA-699;;1A;1A;Masculino;6,5;7,727272727000001;6,26;6,5625;6,334;5,833333333;0,665421263465959;Alto;1;5,0;-1,0
2023;RA-551;;FASE 2;2G;Feminino;5,4;8,6;2,52;8,541666667;10,0;8,393333333;0,665421263465959;Alto;1;5,0;-1,0
2023;RA-85;;FASE 5;5C;Masculino;5,7;8,9;6,27;5,9375;8,8;7,8425;0,665421263465959;Alto;1;5,0;-1,0
2023;RA-1074;;FASE 2;2A;Feminino;6,0;9,8;2,52;7,083333333;0,0;7,8775;0,665421263465959;Alto;1;5,0;-1,0
2024;RA-1565;;4B;4B;Masculino;5,5;8,102240896333333;7,51;6,375;0,0;6,0375;0,665421263465959;Alto;1;5,0;-1,0
2023;RA-42;;FASE 5;5A;Masculino;5,7;8,6;5,63;6,5625;8,8;6,6675;0,665421263465959;Alto;1;5,0;-1,0
2024;RA-1593;;4N;4N;Masculino;6,5;4,868875086666667;6,26;9,0625;6,249;8,538;0,665421263465959;Alto;1;5,0;-1,0
2024;RA-517;;3C;3C;Feminino;5,0;5,266499582333334;2,51;6,041666667;7,5;6,11;0,665421263465959;Alto;0;10,0;0,0
2024;RA-707;;2G;2G;Feminino;6,5;7,7236842105;4,375;6,40625;7,917;6,415;0,665421263465959;Alto;1;5,0;-1,0
2024;RA-1483;;2K;2K;Masculino;6,5;7,913043478500001;7,51;5,78125;9,502;5,7475;0,665421263465959;Alto;0;10,0;0,0
2023;RA-1104;;FASE 2;2G;Feminino;6,4;10,0;2,52;8,541666667;5,7;9,063333333;0,665421263465959;Alto;1;5,0;-1,0
2023;RA-1205;;FASE 5;5L;Feminino;5,0;9,2;6,26;7,5;9,2;7,085;0,665421263465959;Alto;1;2,5;-3,0
2024;RA-1489;;2L;2L;Masculino;5,0;5,793478261000001;6,26;6,666666667;9,002;5,663333333;0,665421263465959;Alto;1;5,0;-1,0
2023;RA-1137;;FASE 2;2R;Feminino;6,5;9,8;6,27;9,375;9,5;9,843333333;0,665421263465959;Alto;0;10,0;0,0
2024;RA-1507;;2R;2R;Masculino;5,0;4,448051948;7,51;4,583333333;6,918;3,776666667;0,665421263465959;Alto;1;5,0;-1,0
2024;RA-961;;1M;1M;Masculino;5,5;8,8923395445;6,26;5,9375;9,002;5,155;0,665421263465959;Alto;1;5,0;-1,0
2023;RA-1150;;FASE 3;3C;Masculino;6,7;9,8;2,52;7,96875;9,2;7,835;0,665421263465959;Alto;1;2,5;-3,0
2024;RA-805;;1R;1R;Masculino;6,0;9,523809524;4,38;7,03125;8,502;6,7075;0,665421263465959;Alto;1;5,0;-1,0
2024;RA-1114;;3M;3M;Feminino;5,0;9,533333333333333;2,51;8,375;8,751;7,836;0,665421263465959;Alto;0;10,0;0,0
2024;RA-704;;1H;1H;Masculino;6,5;8,646245059;5,635;6,458333333;7,502;6,616666667;0,665421263465959;Alto;1;5,0;-1,0
2023;RA-568;;FASE 2;2I;Masculino;7,6;7,9;5,0;8,125;7,0;8,01;0,6652343278185139;Alto;1;2,5;-3,0
2023;RA-1141;;FASE 2;2R;Feminino;5,9;8,8;7,52;7,708333333;9,0;7,113333333;0,6646504571210423;Alto;1;5,0;-1,0
2024;RA-131;;5F;5F;Feminino;5,0;9,444444444666667;7,51;7,708333333;8,751;7,386666667;0,6646504571210423;Alto;1;5,0;-2,0
2024;RA-1609;;5F;5F;Feminino;6,0;9,666666666666666;7,51;7,708333333;8,334;7,943333333;0,6646504571210423;Alto;1;5,0;-2,0
2024;RA-149;;5D;5D;Feminino;3,8333333333333335;4,104378593666667;6,26;7,34375;9,585;6,626;0,6644825232038969;Alto;1;5,0;-2,0
2024;RA-1577;;4C;4C;Masculino;4,333333333333333;4,993386243333333;7,51;7,34375;10,002;7,273333333;0,6644825232038969;Alto;1;5,0;-1,0
2024;RA-125;;6A;6A;Feminino;6,166666666666667;5,6428571430000005;7,51;7,34375;8,334;7,232;0,6644825232038969;Alto;1;5,0;-1,0
2024;RA-1207;;5M;5M;Feminino;5,333333333333333;6,581140350999999;7,51;7,34375;8,334;6,5375;0,6644825232038969;Alto;1;5,0;-1,0
2024;RA-286;;5M;5M;Feminino;3,1666666666666665;4,031862745000001;6,26;7,34375;6,666;5,7825;0,6644825232038969;Alto;1;5,0;-1,0
2024;RA-306;;5M;5M;Feminino;2,8333333333333335;7,699561403666666;7,51;7,34375;7,917;6,4125;0,6644825232038969;Alto;1;5,0;-1,0
2023;RA-53;;FASE 6;6A;Masculino;7,7;9,1;5,63;7,5;9,2;7,5875;0,6636706676694852;Alto;1;5,0;-2,0
2023;RA-1216;;FASE 6;6A;Feminino;7,9;9,0;5,63;7,5;9,6;7,795;0,6636706676694852;Alto;1;5,0;-2,0
2024;RA-1442;;1M;1M;Masculino;7,25;8,674948240500001;7,51;7,5;8,002;5,745;0,6636706676694852;Alto;1;5,0;-2,0
2024;RA-850;;1C;1C;Masculino;7,75;9,2727272725;6,255;7,5;10,002;7,92;0,6636706676694852;Alto;1;5,0;-1,0
2024;RA-898;;1B;1B;Masculino;7,5;10,0;7,51;7,5;6,418;8,616666667;0,6636706676694852;Alto;1;5,0;-1,0
2024;RA-743;;1C;1C;Feminino;7,0;9,2727272725;7,51;7,5;9,002;7,5;0,6636706676694852;Alto;1;5,0;-1,0
2024;RA-1029;;1C;1C;Feminino;8,75;8,7954545455;6,885;7,5;9,002;7,25;0,6636706676694852;Alto;1;5,0;-1,0
2024;RA-1484;;2L;2L;Feminino;7,0;10,0;6,26;7,5;9,002;7,89;0,6636706676694852;Alto;1;5,0;-1,0
2024;RA-1040;;2I;2I;Masculino;8,25;8,5416666665;7,51;7,5;9,502;7,273333333;0,6636706676694852;Alto;1;5,0;-1,0
2024;RA-1513;;2U;2U;Feminino;3,75;7,5252525255;7,51;7,5;8,502;7,223333333;0,6636706676694852;Alto;1;5,0;-1,0
2024;RA-1039;;2I;2I;Masculino;7,25;9,722222222;7,51;7,5;8,002;6,77;0,6636706676694852;Alto;1;5,0;-1,0
2023;RA-1155;;FASE 3;3F;Feminino;8,0;9,2;5,63;7,5;9,2;8,2925;0,6636706676694852;Alto;1;5,0;-1,0
2024;RA-1461;;2C;2C;Feminino;2,75;9,273809524;7,51;7,5;10,002;7,33;0,6636706676694852;Alto;1;5,0;-1,0
2024;RA-1459;;2C;2C;Masculino;3,75;8,2976190475;7,51;7,5;8,002;7,273333333;0,6636706676694852;Alto;1;5,0;-1,0
2023;RA-1226;;FASE 7;7E;Feminino;;;7,52;;9,2;;0,6636706676694852;Alto;0;10,0;1,0
2023;RA-26;;FASE 7;7E;Masculino;;;7,52;;0,0;;0,6636706676694852;Alto;1;5,0;-1,0
2023;RA-86;;FASE 7;7E;Masculino;;;6,89;;8,3;;0,6636706676694852;Alto;0;10,0;0,0
2023;RA-1229;;FASE 7;7E;Feminino;;;7,52;;8,3;;0,6636706676694852;Alto;0;10,0;1,0
2024;RA-1610;;5F;5F;Masculino;5,166666666666667;7,753697970666667;7,51;7,291666667;9,168;6,106666667;0,6633860137836198;Alto;1;5,0;-2,0
2024;RA-614;;3U;3U;Masculino;6,833333333333333;9,700000000000001;7,51;7,916666667;9,585;7,603333333;0,6632376829055094;Alto;1;5,0;-1,0
2022;RA-374;Aluno-374;2;F;Feminino;6,9;9,8;7,5;;9,0;7,944;0,6623747751612353;Alto;1;5,0;
2023;RA-1125;;FASE 2;2M;Feminino;4,0;7,9;7,52;6,666666667;4,7;6,95;0,6617196190954198;Alto;0;10,0;0,0
2023;RA-1107;;FASE 2;2H;Feminino;7,5;9,4;5,0;8,958333333;9,0;8,783333333;0,6612500731680854;Alto;1;5,0;-1,0
2023;RA-559;;FASE 2;2G;Masculino;7,4;9,4;5,0;8,958333333;10,0;8,506666667;0,6612500731680854;Alto;1;5,0;-1,0
2022;RA-317;Aluno-317;3;N;Masculino;6,8;5,6;7,5;;8,8;5,944;0,6609436728448002;Alto;0;10,0;
2022;RA-226;Aluno-226;3;E;Feminino;6,8;6,1;7,5;;7,5;6,208;0,6609436728448002;Alto;1;5,0;
2022;RA-289;Aluno-289;3;L;Feminino;6,8;7,8;6,3;;0,0;7,25;0,6609436728448002;Alto;1;5,0;
2023;RA-342;;FASE 3;3D;Feminino;6,6;8,6;7,52;7,96875;7,5;8,505;0,6607800485016314;Alto;1;5,0;-2,0
2023;RA-375;;FASE 2;2F;Masculino;7,9;9,9;5,0;8,541666667;0,0;8,283333333;0,6607495925721117;Alto;1;5,0;-1,0
2024;RA-1612;;5F;5F;Masculino;6,166666666666667;8,523809523666666;7,51;7,708333333;6,666;6,94;0,6607314636187104;Alto;1;5,0;-2,0
2024;RA-538;;3H;3H;Masculino;6,166666666666667;7,668803418666666;7,51;5,625;8,751;5,292;0,660669678361028;Alto;1;5,0;-1,0
2022;RA-671;Aluno-671;0;A;Masculino;8,8;8,2;8,1;;8,5;7,417;0,6605364625641679;Alto;1;5,0;
2022;RA-730;Aluno-730;0;I;Feminino;8,3;8,2;8,8;;10,0;8,25;0,6605364625641679;Alto;1;5,0;
2022;RA-64;Aluno-64;5;B;Masculino;7,5;8,1;8,1;;7,1;8,25;0,6605364625641679;Alto;1;5,0;
2023;RA-55;;FASE 6;6A;Feminino;7,1;8,1;3,14;7,5;7,9;7,545;0,6605364625641679;Alto;1;5,0;-1,0
2023;RA-167;;FASE 5;5L;Feminino;7,9;9,9;5,0;7,96875;8,8;7,8375;0,6601815271969745;Alto;1;5,0;-2,0
2023;RA-444;;FASE 3;3P;Masculino;4,7;7,9;5,0;6,40625;0,0;6,4575;0,6596553401613959;Alto;0;10,0;1,0
2024;RA-1621;;5N;5N;Feminino;8,333333333333334;10,0;6,26;8,333333333;7,917;8,446666667;0,6575975462264965;Alto;1;5,0;-1,0
2024;RA-1622;;5N;5N;Feminino;9,666666666666666;10,0;7,51;8,333333333;8,334;7,89;0,6575975462264965;Alto;1;5,0;-1,0
2023;RA-1174;;FASE 4;4B;Feminino;6,8;8,7;2,52;8,90625;9,2;8,3375;0,6554624437390303;Alto;1;5,0;-1,0
2023;RA-591;;FASE 2;2U;Masculino;6,9;8,5;6,27;5,833333333;9,0;7,333333333;0,6554624437390303;Alto;1;5,0;-1,0
2023;RA-363;;FASE 2;2F;Masculino;6,8;9,9;2,52;8,541666667;0,0;8,673333333;0,6554624437390303;Alto;1;5,0;-1,0
2023;RA-605;;FASE 2;2K;Feminino;6,8;9,5;7,52;7,291666667;9,0;7,84;0,6554530957407545;Alto;1;5,0;-1,0
2023;RA-937;;ALFA;ALFA K - G0/G1;Feminino;9,2;9,6;7,52;9,375;9,5;9,67;0,654678849026937;Alto;0;10,0;0,0
2023;RA-934;;ALFA;ALFA K - G0/G1;Feminino;8,7;9,6;7,52;9,375;9,0;9,67;0,654678849026937;Alto;0;10,0;0,0
2024;RA-1335;;ALFA;ALFA L - G2/G3;Masculino;8,75;9,75;7,51;9,375;9,002;7,665;0,654678849026937;Alto;1;5,0;-2,0
2024;RA-934;;ALFA;ALFA L - G2/G3;Feminino;8,5;9,75;7,51;9,375;9,502;7,75;0,654678849026937;Alto;1;5,0;-1,0
2024;RA-1333;;ALFA;ALFA L - G2/G3;Masculino;9,25;10,0;6,255;9,375;7,502;7,75;0,654678849026937;Alto;1;5,0;-1,0
2024;RA-1332;;ALFA;ALFA L - G2/G3;Masculino;8,25;9,411764706;7,51;9,375;8,502;7,665;0,654678849026937;Alto;1;5,0;-2,0
2024;RA-1334;;ALFA;ALFA L - G2/G3;Masculino;9,0;10,0;5,625;9,375;10,002;7,75;0,654678849026937;Alto;1;5,0;-1,0
2023;RA-935;;ALFA;ALFA K - G0/G1;Masculino;9,4;9,8;7,52;9,375;0,0;9,67;0,654678849026937;Alto;1;5,0;-1,0
2023;RA-557;;FASE 2;2H;Masculino;8,9;8,2;5,0;9,375;10,0;9,62;0,6544855769828541;Alto;0;10,0;0,0
2022;RA-693;Aluno-693;0;D;Feminino;5,7;9,8;8,1;;9,5;7,667;0,6529781982270793;Alto;0;10,0;
2023;RA-332;;FASE 3;3A;Masculino;6,8;8,4;8,76;8,28125;9,2;9,175;0,6491526411917965;Alto;1;5,0;-1,0
2022;RA-425;Aluno-425;2;L;Masculino;9,0;10,0;7,5;;9,0;7,5;0,6482246348162405;Alto;1;5,0;
2022;RA-424;Aluno-424;2;L;Feminino;7,5;10,0;7,5;;9,0;8,222;0,6482246348162405;Alto;1;5,0;
2022;RA-418;Aluno-418;2;L;Feminino;7,5;9,4;7,5;;8,0;8,222;0,6482246348162405;Alto;0;10,0;
2022;RA-417;Aluno-417;2;L;Feminino;8,0;10,0;7,5;;10,0;9,556;0,6482246348162405;Alto;1;5,0;
2022;RA-701;Aluno-701;0;F;Masculino;8,7;9,3;7,5;;9,0;7,417;0,6482246348162405;Alto;1;5,0;
