RA;FASE;TURMA;NOME;ANO_NASC;IDADE_22;GENERO;ANO_INGRESSO;INSTITUICAO_DE_ENSINO;PEDRA_20;PEDRA_21;PEDRA_22;INDE_22;CG;CF;CT;NO_AV;AVALIADOR1;REC_AV1;AVALIADOR2;REC_AV2;AVALIADOR3;REC_AV3;AVALIADOR4;REC_AV4;IAA;IEG;IPS;REC_PSICOLOGIA;IDA;MATEM;PORTUG;INGLES;INDICADO;ATINGIU_PV;IPV;IAN;FASE_IDEAL;DEFAS;DESTAQUE_IEG;DESTAQUE_IDA;DESTAQUE_IPV;ANO;INDE_2023;PEDRA_2023;NOME_ANONIMIZADO;DATA_DE_NASC;IDADE;IPP;MAT;POR;ING;DEFASAGEM;INDE_2024;PEDRA_2024;PEDRA_23;INDE_23;AVALIADOR5;AVALIADOR6;ESCOLA;ATIVO_INATIVO;ATIVO_INATIVO1;INDE;RISCO_DEFASAGEM;FAIXA_INDE;FAIXA_IAA;FAIXA_IEG;FAIXA_IPS;FAIXA_IPP;FAIXA_IDA;FAIXA_IPV;FAIXA_IAN;FAIXA_DEFASAGEM;DIF_AUTOAVALIACAO_DESEMPENHO;DIF_ENGAJAMENTO_DESEMPENHO;DIF_PSICOPEDAGOGICO_NIVEL;MEDIA_INDICADORES_SEM_IAN;QTD_INDICADORES_ABAIXO_5;QTD_INDICADORES_ABAIXO_7;INSTITUICAO_ENSINO;PROB_RISCO_DEFASAGEM;GRUPO_MULTI;CLASSIFICACAO_MODELO;PEDRA_ANALISE
RA-1475;2I;2I;;;;Feminino;2024;Pública;;;;;;;;3,0;Avaliador-19;;Avaliador-17;;Avaliador-2;;;;9,002;8,070175439;7,51;;5,0;;;;;;6,993333333;10,0;Fase 2 (5° e 6° ano);;;;;2024;;;Aluno-1475;2013-11-20 00:00:00;10;7,5;7,0;3,0;;0,0;7.413901754400001;Ametista;;;;;EE Dom Pedro Villas Boas de Souza;Cursando;Cursando;7,413901754400001;0;Bom;Excelente;Bom;Bom;Bom;Médio;Médio;Excelente;Adequado;4,002000000000001;3,070175439;-2,5;7,345918128666667;0;2;EE Dom Pedro Villas Boas de Souza;0,12607303111642817;Misto;0;nan
RA-1477;2K;2K;;;;Masculino;2024;Pública;;;;;;;;4,0;Avaliador-17;;Avaliador-19;;Avaliador-25;;Avaliador-2;;8,002;8,010869565;7,51;;5,0;;;;;;6,2875;10,0;Fase 2 (5° e 6° ano);;;;;2024;;;Aluno-1477;2012-12-27 00:00:00;11;6,40625;5,0;5,0;;0,0;7.0514989130000005;Ametista;;;;;EE Maria André Schunck Dona;Cursando;Cursando;7,0514989130000005;0;Bom;Bom;Bom;Bom;Médio;Médio;Médio;Excelente;Adequado;3,0020000000000007;3,010869565;-3,59375;6,869436594166667;0;3;EE Maria André Schunck Dona;0,596643480919246;Psico abaixo de 7;1;nan
RA-762;2K;2K;;;;Masculino;2022;Pública;;;Ametista;7,28025826984127;;;;4,0;Avaliador-17;;Avaliador-19;;Avaliador-25;;Avaliador-2;;10,002;6,4239130435;6,26;;3,75;;;;;;5,7525;5,0;Fase 4 (9° ano);;;;;2024;;;Aluno-762;2010-06-28 00:00:00;14;6,5625;4,0;3,5;;-2,0;5.9677326087;Quartzo;Ametista;7,09945;;;EM Cecilia Cristina de Oliveira Rodrigues;Cursando;Cursando;7,28025826984127;1;Bom;Excelente;Médio;Médio;Médio;Baixo;Médio;Médio;Defasado;6,252000000000001;2,6739130435;1,5625;6,45848550725;1;5;EM Cecilia Cristina de Oliveira Rodrigues;0,641179538565906;IDA e IEG < 7;1;nan
RA-1478;2K;2K;;;;Masculino;2024;Pública;;;;;;;;4,0;Avaliador-17;;Avaliador-19;;Avaliador-25;;Avaliador-2;;8,002;6,666666667;6,255;;4,25;;;;;;7,1225;10,0;Fase 2 (5° e 6° ano);;;;;2024;;;Aluno-1478;2012-11-11 00:00:00;11;6,875;4,0;4,5;;0,0;6.7210333334;Agata;;;;;EE Maria André Schunck Dona;Cursando;Cursando;6,7210333334;0;Médio;Bom;Médio;Médio;Médio;Baixo;Bom;Excelente;Adequado;3,7520000000000007;2,4166666670000003;-3,125;6,528527777833333;1;4;EE Maria André Schunck Dona;0,17354723886842205;IDA e IEG < 7;0;nan
RA-1479;2K;2K;;;;Masculino;2024;Pública;;;;;;;;4,0;Avaliador-17;;Avaliador-19;;Avaliador-25;;Avaliador-2;;8,502;6,1965811965;7,51;;4,25;;;;;;6,0325;10,0;Fase 2 (5° e 6° ano);;;;;2024;;;Aluno-1479;2012-10-27 00:00:00;12;7,1875;4,0;4,5;;0,0;6.615766239300001;Agata;;;;;EE Maria André Schunck Dona;Cursando;Cursando;6,615766239300001;0;Médio;Excelente;Médio;Bom;Bom;Baixo;Médio;Excelente;Adequado;4,252000000000001;1,9465811965000004;-2,8125;6,613096866083333;1;3;EE Maria André Schunck Dona;0,23269004761703727;IDA e IEG < 7;0;nan
RA-1480;2K;2K;;;;Masculino;2024;Pública;;;;;;;;4,0;Avaliador-17;;Avaliador-19;;Avaliador-25;;Avaliador-2;;8,502;8,875;7,51;;5,5;;;;;;6,9975;5,0;Fase 3 (7° e 8° ano);;;;;2024;;;Aluno-1480;2011-12-31 00:00:00;12;7,1875;;5,5;;-1,0;7.09445;Ametista;;;;;EM Alfredo Schunk;Cursando;Cursando;7,09445;1;Bom;Excelente;Excelente;Bom;Bom;Médio;Médio;Médio;Defasado;3,0020000000000007;3,375;2,1875;7,428666666666667;0;2;EM Alfredo Schunk;0,78200765197095;Misto;1;nan
RA-1481;2K;2K;;;;Feminino;2024;Pública;;;;;;;;4,0;Avaliador-17;;Avaliador-19;;Avaliador-25;;Avaliador-2;;8,502;8,782608695499999;7,51;;4,75;;;;;;6,8275;5,0;Fase 3 (7° e 8° ano);;;;;2024;;;Aluno-1481;2012-02-10 00:00:00;12;6,875;4,0;5,5;;-1,0;6.860721739100001;Agata;;;;;EM Cecilia Cristina de Oliveira Rodrigues;Cursando;Cursando;6,860721739100001;1;Médio;Excelente;Excelente;Bom;Médio;Baixo;Médio;Médio;Defasado;3,7520000000000007;4,032608695499999;1,875;7,20785144925;1;3;EM Cecilia Cristina de Oliveira Rodrigues;0,8224145288152744;Psico abaixo de 7;1;nan
RA-1482;2K;2K;;;;Masculino;2024;Pública;;;;;;;;4,0;Avaliador-17;;Avaliador-19;;Avaliador-25;;Avaliador-2;;8,502;5,0;7,51;;0,0;;;;;;6,8725;5,0;Fase 3 (7° e 8° ano);;;;;2024;;;Aluno-1482;2010-11-05 00:00:00;14;7,5;0,0;0,0;;-1,0;5.2257;Quartzo;;;;;EM Cecilia Cristina de Oliveira Rodrigues;Cursando;Cursando;5,2257;1;Médio;Excelente;Médio;Bom;Bom;Baixo;Médio;Médio;Defasado;8,502;5,0;2,5;5,897416666666667;1;3;EM Cecilia Cristina de Oliveira Rodrigues;0,789845417225881;IDA e IEG < 7;1;nan
RA-1485;2L;2L;;;;Masculino;2024;Pública;;;;;;;;3,0;Avaliador-19;;Avaliador-25;;Avaliador-2;;;;9,002;7,7432712215;5,625;;5,0;;;;;;7,386666667;5,0;Fase 3 (7° e 8° ano);;;;;2024;;;Aluno-1485;2011-04-04 00:00:00;13;7,5;5,0;5,0;;-1,0;6.7386875776999995;Agata;;;;;EM Cecilia Cristina de Oliveira Rodrigues;Cursando;Cursando;6,7386875776999995;1;Médio;Excelente;Bom;Médio;Bom;Médio;Bom;Médio;Defasado;4,002000000000001;2,7432712214999997;2,5;7,042822981416667;0;2;EM Cecilia Cristina de Oliveira Rodrigues;0,7221532343863029;Psico abaixo de 7;1;nan
RA-1486;2L;2L;;;;Masculino;2024;Pública;;;;;;;;3,0;Avaliador-19;;Avaliador-25;;Avaliador-2;;;;8,002;5,431372549;6,26;;5,75;;;;;;7,056666667;10,0;Fase 2 (5° e 6° ano);;;;;2024;;;Aluno-1486;2013-06-26 00:00:00;11;7,916666667;6,0;5,5;;0,0;6.865474509900001;Agata;;;;;EE Maria André Schunck Dona;Cursando;Cursando;6,865474509900001;0;Médio;Bom;Médio;Médio;Bom;Médio;Bom;Excelente;Adequado;2,2520000000000007;-0,31862745100000023;-2,0833333329999997;6,736117647166668;0;3;EE Maria André Schunck Dona;0,3531442688697313;IDA e IEG < 7;0;nan
RA-624;2L;2L;;;;Masculino;2022;Pública;;;Ametista;7,424538592592594;;;;3,0;Avaliador-19;;Avaliador-25;;Avaliador-2;;;;8,002;8,219461698;7,51;;4,0;;;;;;7,213333333;10,0;Fase 2 (5° e 6° ano);;;;;2024;;;Aluno-624;2012-08-02 00:00:00;12;7,916666667;8,0;0,0;;0,0;7.229425672900001;Ametista;Topázio;8,270825;;;EM Cecilia Cristina de Oliveira Rodrigues;Cursando;Cursando;7,424538592592594;0;Bom;Bom;Bom;Bom;Bom;Baixo;Bom;Excelente;Adequado;4,002000000000001;4,219461698;-2,0833333329999997;7,143576949666667;1;1;EM Cecilia Cristina de Oliveira Rodrigues;0,36339287343981497;Misto;0;nan
RA-1488;2L;2L;;;;Feminino;2024;Pública;;;;;;;;3,0;Avaliador-19;;Avaliador-25;;Avaliador-2;;;;8,002;7,111801242;7,51;;3,5;;;;;;6,716666667;10,0;Fase 2 (5° e 6° ano);;;;;2024;;;Aluno-1488;2013-01-03 00:00:00;11;7,5;7,0;0,0;;0,0;6.7668935818000016;Agata;;;;;EE Maria André Schunck Dona;Cursando;Cursando;6,7668935818000016;0;Médio;Bom;Bom;Bom;Bom;Baixo;Médio;Excelente;Adequado;4,502000000000001;3,6118012420000003;-2,5;6,723411318166666;1;2;EE Maria André Schunck Dona;0,1473180275413232;Misto;0;nan
RA-1489;2L;2L;;;;Masculino;2024;Pública;;;;;;;;3,0;Avaliador-19;;Avaliador-25;;Avaliador-2;;;;9,002;5,793478261000001;6,26;;5,0;;;;;;5,663333333;5,0;Fase 3 (7° e 8° ano);;;;;2024;;;Aluno-1489;2012-05-04 00:00:00;12;6,666666667;5,0;5,0;;-1,0;5.9842289855000015;Quartzo;;;;;EE Maria André Schunck Dona;Cursando;Cursando;5,9842289855000015;1;Médio;Excelente;Médio;Médio;Médio;Médio;Médio;Médio;Defasado;4,002000000000001;0,7934782610000006;1,6666666670000003;6,397579710166667;0;5;EE Maria André Schunck Dona;0,665421263465959;IDA e IEG < 7;1;nan
RA-1060;2M;2M;;;;Masculino;2023;Pública;;;;;;;;3,0;Avaliador-20;;Avaliador-19;;Avaliador-2;;;;9,585;6,0;6,26;;3,25;;;;;;6,163333333;10,0;Fase 2 (5° e 6° ano);;;;;2024;;;Aluno-1060;2012-11-06 00:00:00;12;7,8125;3,5;3,0;;0,0;6.448416666600001;Agata;Ametista;7,095741667;;;EE Donizetti Aparecido Leite Professor;Cursando;Cursando;6,448416666600001;0;Médio;Excelente;Médio;Médio;Bom;Baixo;Médio;Excelente;Adequado;6,335000000000001;2,75;-2,1875;6,5118055555;1;4;EE Donizetti Aparecido Leite Professor;0,20904483969246843;IDA e IEG < 7;0;nan
RA-1493;2M;2M;;;;Masculino;2024;Pública;;;;;;;;3,0;Avaliador-20;;Avaliador-19;;Avaliador-2;;;;8,502;7,8468899525;7,51;;4,0;;;;;;5,946666667;5,0;Fase 3 (7° e 8° ano);;;;;2024;;;Aluno-1493;2012-03-12 00:00:00;12;7,1875;3,5;4,5;;-1,0;6.378661323900001;Agata;;;;;EE Donizetti Aparecido Leite Professor;Cursando;Cursando;6,378661323900001;1;Médio;Excelente;Bom;Bom;Bom;Baixo;Médio;Médio;Defasado;4,502000000000001;3,8468899524999998;2,1875;6,83217610325;1;2;EE Donizetti Aparecido Leite Professor;0,8111878553567674;Misto;1;nan
RA-665;2M;2M;;;;Feminino;2022;Pública;;;Ágata;6,9960036835016846;;;;3,0;Avaliador-20;;Avaliador-19;;Avaliador-2;;;;8,334;5,068181818;5,63;;4,75;;;;;;5,443333333;5,0;Fase 3 (7° e 8° ano);;;;;2024;;;Aluno-665;2011-12-07 00:00:00;12;7,5;3,0;6,5;;-1,0;5.698703030200001;Quartzo;Agata;6,185658333;;;EE Donizetti Aparecido Leite Professor;Cursando;Cursando;6,9960036835016846;1;Médio;Bom;Médio;Médio;Bom;Baixo;Médio;Médio;Defasado;3,5839999999999996;0,3181818180000002;2,5;6,120919191833333;1;4;EE Donizetti Aparecido Leite Professor;0,7001698635186743;IDA e IEG < 7;1;nan
RA-606;2M;2M;;;;Masculino;2022;Pública;;;Ágata;6,126856186741364;;;;3,0;Avaliador-20;;Avaliador-19;;Avaliador-2;;;;8,502;7,6136363634999995;6,885;;3,25;;;;;;5,606666667;10,0;Fase 2 (5° e 6° ano);;;;;2024;;;Aluno-606;2012-12-18 00:00:00;11;8,125;3,5;3,0;;0,0;6.645260606100001;Agata;Ametista;7,402491667;;;EE Donizetti Aparecido Leite Professor;Cursando;Cursando;6,126856186741364;0;Médio;Excelente;Bom;Médio;Bom;Baixo;Médio;Excelente;Adequado;5,252000000000001;4,3636363634999995;-1,875;6,66371717175;1;3;EE Donizetti Aparecido Leite Professor;0,15340789810988237;Psico abaixo de 7;0;nan
RA-1496;2M;2M;;;;Feminino;2024;Pública;;;;;;;;3,0;Avaliador-20;;Avaliador-19;;Avaliador-2;;;;9,002;5,714285714500001;7,51;;4,25;;;;;;6,773333333;10,0;Fase 2 (5° e 6° ano);;;;;2024;;;Aluno-1496;2012-09-21 00:00:00;12;7,8125;2,5;6,0;;0,0;6.7799738095;Agata;;;;;EE Maria André Schunck Dona;Cursando;Cursando;6,7799738095;0;Médio;Excelente;Médio;Bom;Bom;Baixo;Médio;Excelente;Adequado;4,752000000000001;1,4642857145000008;-2,1875;6,843686507916668;1;3;EE Maria André Schunck Dona;0,18567119867774323;IDA e IEG < 7;0;nan
RA-788;2N;2N;;;;Masculino;2021;Privada - Programa de Apadrinhamento;;Topázio;Topázio;8,264312621417798;;;;3,0;Avaliador-20;;Avaliador-19;;Avaliador-2;;;;8,418;9,519450801;6,26;;5,75;;;;;;7,783333333;10,0;Fase 2 (5° e 6° ano);;;;;2024;;;Aluno-788;2014-03-11 00:00:00;10;8,4375;4,0;7,5;;0,0;7.9221068268;Ametista;Ametista;7,806091667;;;Colégio Arco Íris Evolução;Cursando;Cursando;8,264312621417798;0;Bom;Bom;Excelente;Médio;Bom;Médio;Bom;Excelente;Adequado;2,6679999999999993;3,7694508009999996;-1,5625;7,694714022333333;0;2;Colégio Arco Íris Evolução;0,1530316424811927;Psico abaixo de 7;0;nan
RA-1500;2N;2N;;;;Masculino;2024;Pública;;;;;;;;3,0;Avaliador-20;;Avaliador-19;;Avaliador-2;;;;9,502;8,3333333335;6,885;;3,5;;;;;;7,556666667;10,0;Fase 2 (5° e 6° ano);;;;;2024;;;Aluno-1500;2013-04-22 00:00:00;11;8,4375;2,0;5,0;;0,0;7.360450000100002;Ametista;;;;;EE Donizetti Aparecido Leite Professor;Cursando;Cursando;7,360450000100002;0;Bom;Excelente;Bom;Médio;Bom;Baixo;Bom;Excelente;Adequado;6,002000000000001;4,833333333500001;-1,5625;7,369083333416667;1;2;EE Donizetti Aparecido Leite Professor;0,31531142355284864;Psico abaixo de 7;0;nan
RA-777;2N;2N;;;;Feminino;2022;Pública;;;Ametista;7,096346507013722;;;;3,0;Avaliador-20;;Avaliador-19;;Avaliador-2;;;;8,002;8,7757437075;7,51;;4,5;;;;;;7,723333333;10,0;Fase 2 (5° e 6° ano);;;;;2024;;;Aluno-777;2014-05-07 00:00:00;10;8,125;3,5;5,5;;0,0;7.563515408100001;Ametista;Ametista;7,468125;;;EE Helio Luiz Dobrochinski Prof;Cursando;Cursando;7,096346507013722;0;Bom;Bom;Excelente;Bom;Bom;Baixo;Bom;Excelente;Adequado;3,5020000000000007;4,2757437075;-1,875;7,439346173416666;1;1;EE Helio Luiz Dobrochinski Prof;0,16850952903717858;Misto;0;nan
RA-664;2N;2N;;;;Feminino;2022;Pública;;;Ametista;7,276853518518519;;;;3,0;Avaliador-20;;Avaliador-19;;Avaliador-2;;;;9,002;6,7734553775;7,51;;5,75;;;;;;7,666666667;10,0;Fase 2 (5° e 6° ano);;;;;2024;;;Aluno-664;2012-08-29 00:00:00;12;8,125;3,0;8,5;;0,0;7.5017244089;Ametista;Topázio;8,0872;;;EE Donizetti Aparecido Leite Professor;Cursando;Cursando;7,276853518518519;0;Bom;Excelente;Médio;Bom;Bom;Médio;Bom;Excelente;Adequado;3,2520000000000007;1,0234553775000004;-1,875;7,471187007416667;0;2;EE Donizetti Aparecido Leite Professor;0,15340789810988237;IDA e IEG < 7;0;nan
RA-1501;2N;2N;;;;Feminino;2024;Pública;;;;;;;;3,0;Avaliador-20;;Avaliador-19;;Avaliador-2;;;;9,502;10,0;7,51;;5,0;;;;;;7,5;10,0;Fase 2 (5° e 6° ano);;;;;2024;;;Aluno-1501;2013-05-04 00:00:00;11;8,4375;4,5;5,5;;0,0;8.04495;Topázio;;;;;EE Donizetti Aparecido Leite Professor;Cursando;Cursando;8,04495;0;Bom;Excelente;Excelente;Bom;Bom;Médio;Bom;Excelente;Adequado;4,502000000000001;5,0;-1,5625;7,991583333333334;0;1;EE Donizetti Aparecido Leite Professor;0,24524092782719115;Misto;0;nan
RA-1502;2N;2N;;;;Feminino;2024;Pública;;;;;;;;3,0;Avaliador-20;;Avaliador-19;;Avaliador-2;;;;8,002;7,628205128;7,51;;5,25;;;;;;7,39;5,0;Fase 3 (7° e 8° ano);;;;;2024;;;Aluno-1502;2012-06-23 00:00:00;12;7,8125;3,5;7,0;;-1,0;6.886091025600001;Agata;;;;;EE Donizetti Aparecido Leite Professor;Cursando;Cursando;6,886091025600001;1;Médio;Bom;Bom;Bom;Bom;Médio;Bom;Médio;Defasado;2,7520000000000007;2,3782051280000003;2,8125;7,265450854666667;0;1;EE Donizetti Aparecido Leite Professor;0,7710255610363436;Misto;1;nan
RA-608;2N;2N;;;;Masculino;2022;Pública;;;Ametista;7,216203925925925;;;;3,0;Avaliador-20;;Avaliador-19;;Avaliador-2;;;;9,002;3,054347826;6,885;;4,25;;;;;;5,053333333;10,0;Fase 2 (5° e 6° ano);;;;;2024;;;Aluno-608;2012-12-20 00:00:00;11;7,1875;5,0;3,5;;0,0;5.778986231800001;Quartzo;Ametista;7,401741667;;;EE Donizetti Aparecido Leite Professor;Cursando;Cursando;7,216203925925925;0;Bom;Excelente;Baixo;Médio;Bom;Baixo;Médio;Excelente;Adequado;4,752000000000001;-1,1956521740000001;-2,8125;5,9053635264999995;2;4;EE Donizetti Aparecido Leite Professor;0,23269004761703727;IDA e IEG < 7;0;nan
RA-796;2P;2P;;;;Feminino;2022;Pública;;;Ametista;7,232068817813765;;;;3,0;Avaliador-20;;Avaliador-19;;Avaliador-2;;;;8,502;8,2212885155;7,51;;5,25;;;;;;7,326666667;5,0;Fase 3 (7° e 8° ano);;;;;2024;;;Aluno-796;2012-06-25 00:00:00;12;7,916666667;3,0;7,5;;-1,0;7.052457703200001;Ametista;Ametista;7,462866667;;;EE Donizetti Aparecido Leite Professor;Cursando;Cursando;7,232068817813765;1;Bom;Excelente;Bom;Bom;Bom;Médio;Bom;Médio;Defasado;3,2520000000000007;2,9712885154999995;2,9166666670000003;7,454436974916667;0;1;EE Donizetti Aparecido Leite Professor;0,6787849306217726;Misto;1;nan
RA-636;2P;2P;;;;Masculino;2022;Pública;;;Ametista;7,189287269841271;;;;3,0;Avaliador-20;;Avaliador-19;;Avaliador-2;;;;8,002;4,9043062200000005;7,51;;5,25;;;;;;5,553333333;10,0;Fase 2 (5° e 6° ano);;;;;2024;;;Aluno-636;2012-09-28 00:00:00;12;6,875;4,0;6,5;;0,0;6.3802279106;Agata;Agata;6,836666667;;;EE Donizetti Aparecido Leite Professor;Cursando;Cursando;7,189287269841271;0;Bom;Bom;Baixo;Bom;Médio;Médio;Médio;Excelente;Adequado;2,7520000000000007;-0,3456937799999995;-3,125;6,349106592166667;1;4;EE Donizetti Aparecido Leite Professor;0,17354723886842205;IDA e IEG < 7;0;nan
RA-652;2P;2P;;;;Feminino;2022;Pública;;;Topázio;8,150927925925927;;;;3,0;Avaliador-20;;Avaliador-19;;Avaliador-2;;;;8,002;6,931818182000001;7,51;;5,5;;;;;;7,663333333;10,0;Fase 2 (5° e 6° ano);;;;;2024;;;Aluno-652;2013-06-02 00:00:00;11;7,916666667;4,5;6,5;;0,0;7.361896969700001;Ametista;Ametista;7,871033333;;;EE Donizetti Aparecido Leite Professor;Cursando;Cursando;8,150927925925927;0;Bom;Bom;Médio;Bom;Bom;Médio;Bom;Excelente;Adequado;2,5020000000000007;1,4318181820000007;-2,0833333329999997;7,253969697;0;2;EE Donizetti Aparecido Leite Professor;0,3727956597755768;IDA e IEG < 7;0;nan
RA-638;2P;2P;;;;Feminino;2021;Pública;Topázio;Ametista;Ametista;7,058532857142858;;;;3,0;Avaliador-20;;Avaliador-19;;Avaliador-2;;;;8,502;5,7272727275;7,51;;5,0;;;;;;5,936666667;10,0;Fase 2 (5° e 6° ano);;;;;2024;;;Aluno-638;2013-01-05 00:00:00;11;8,125;4,0;6,0;;0,0;6.7464878789;Agata;Ametista;7,754866667;;;EE Donizetti Aparecido Leite Professor;Cursando;Cursando;7,058532857142858;0;Bom;Excelente;Médio;Bom;Bom;Médio;Médio;Excelente;Adequado;3,5020000000000007;0,7272727274999999;-1,875;6,80015656575;0;3;EE Donizetti Aparecido Leite Professor;0,16684445232071235;IDA e IEG < 7;0;nan
RA-1505;2P;2P;;;;Masculino;2024;Pública;;;;;;;;3,0;Avaliador-20;;Avaliador-19;;Avaliador-2;;;;9,502;7,5252525255;7,51;;3,75;;;;;;6,943333333;5,0;Fase 3 (7° e 8° ano);;;;;2024;;;Aluno-1505;2011-07-08 00:00:00;13;8,75;3,0;4,5;;-1,0;6.7199171717;Agata;;;;;EE Donizetti Aparecido Leite Professor;Cursando;Cursando;6,7199171717;1;Médio;Excelente;Bom;Bom;Excelente;Baixo;Médio;Médio;Defasado;5,752000000000001;3,7752525255;3,75;7,330097643083334;1;2;EE Donizetti Aparecido Leite Professor;0,7938739486862401;Misto;1;nan
RA-643;2P;2P;;;;Masculino;2022;Pública;;;Ágata;6,763162264550265;;;;3,0;Avaliador-20;;Avaliador-19;;Avaliador-2;;;;9,002;6,8660287085;7,51;;4,5;;;;;;5,826666667;5,0;Fase 3 (7° e 8° ano);;;;;2024;;;Aluno-643;2012-04-04 00:00:00;12;8,125;3,0;6,0;;-1,0;6.402239075100001;Agata;Ametista;7,389033333;;;EE Donizetti Aparecido Leite Professor;Cursando;Cursando;6,763162264550265;1;Médio;Excelente;Médio;Bom;Bom;Baixo;Médio;Médio;Defasado;4,502000000000001;2,3660287085;3,125;6,971615895916666;1;3;EE Donizetti Aparecido Leite Professor;0,8394650563359346;IDA e IEG < 7;1;nan
RA-1506;2R;2R;;;;Feminino;2024;Pública;;;;;;;;3,0;Avaliador-19;;Avaliador-25;;Avaliador-2;;;;8,002;8,3874458875;7,51;;3,5;;;;;;7,886666667;10,0;Fase 2 (5° e 6° ano);;;;;2024;;;Aluno-1506;2013-08-01 00:00:00;11;6,458333333;0,0;7,0;;0,0;7.151855844200001;Ametista;;;;;EE Helio Luiz Dobrochinski Prof;Cursando;Cursando;7,151855844200001;0;Bom;Bom;Bom;Bom;Médio;Baixo;Bom;Excelente;Adequado;4,502000000000001;4,8874458875;-3,5416666670000003;6,957407647916667;1;2;EE Helio Luiz Dobrochinski Prof;0,704306586575749;Psico abaixo de 7;1;nan
RA-1071;2R;2R;;;;Masculino;2023;Pública;;;;;;;;3,0;Avaliador-19;;Avaliador-25;;Avaliador-2;;;;8,002;4,188311688500001;7,51;;4,5;;;;;;2,996666667;5,0;Fase 3 (7° e 8° ano);;;;;2024;;;Aluno-1071;2012-04-25 00:00:00;12;4,166666667;4,0;5,0;;-1,0;4.8048623378;Quartzo;Agata;6,414033333;;;EE Maria André Schunck Dona;Cursando;Cursando;4,8048623378;1;Baixo;Bom;Baixo;Bom;Baixo;Baixo;Baixo;Médio;Defasado;3,5020000000000007;-0,3116883114999993;-0,8333333329999997;5,227274170416667;4;4;EE Maria André Schunck Dona;0,704306586575749;IDA e IEG < 7;1;nan
RA-752;2U;2U;;;;Feminino;2022;Pública;;;Topázio;8,196890131054133;;;;3,0;Avaliador-19;;Avaliador-25;;Avaliador-2;;;;9,502;7,525879916999999;7,51;;5,75;;;;;;5,613333333;5,0;Fase 3 (7° e 8° ano);;;;;2024;;;Aluno-752;2011-11-28 00:00:00;12;5,9375;7,0;4,5;;-1,0;6.57279265;Agata;Topázio;8,073825;;;EE Donizetti Aparecido Leite Professor;Cursando;Cursando;8,196890131054133;1;Bom;Excelente;Bom;Bom;Médio;Médio;Médio;Médio;Defasado;3,7520000000000007;1,7758799169999993;0,9375;6,973118875;0;3;EE Donizetti Aparecido Leite Professor;0,641179538565906;Psico abaixo de 7;1;nan
RA-590;2U;2U;;;;Feminino;2021;Privada;Ametista;Ágata;Ametista;7,4346362807017545;;;;3,0;Avaliador-19;;Avaliador-25;;Avaliador-2;;;;8,002;8,457556936;6,26;;4,0;;;;;;7,723333333;5,0;Fase 3 (7° e 8° ano);;;;;2024;;;Aluno-590;2012-05-29 00:00:00;12;7,5;8,0;0,0;;-1,0;6.712378053800001;Agata;Ametista;7,647666667;;;Colégio Nogueira e Sonho de Criança;Cursando;Cursando;7,4346362807017545;1;Bom;Bom;Bom;Médio;Bom;Baixo;Bom;Médio;Defasado;4,002000000000001;4,457556936;2,5;6,990481711499999;1;2;Colégio Nogueira e Sonho de Criança;0,7568543370204589;Psico abaixo de 7;1;nan
RA-1512;2U;2U;;;;Feminino;2024;Pública;;;;;;;;3,0;Avaliador-19;;Avaliador-25;;Avaliador-2;;;;9,502;10,0;7,51;;5,5;;;;;;7,61;10,0;Fase 2 (5° e 6° ano);;;;;2024;;;Aluno-1512;2014-06-09 00:00:00;10;7,8125;7,0;4,0;;0,0;8.10445;Topázio;;;;;EE Helio Luiz Dobrochinski Prof;Cursando;Cursando;8,10445;0;Bom;Excelente;Excelente;Bom;Bom;Médio;Bom;Excelente;Adequado;4,002000000000001;4,5;-2,1875;7,989083333333333;0;1;EE Helio Luiz Dobrochinski Prof;0,17750333806540075;Misto;0;nan
RA-1513;2U;2U;;;;Feminino;2024;Pública;;;;;;;;3,0;Avaliador-19;;Avaliador-25;;Avaliador-2;;;;8,502;7,5252525255;7,51;;3,75;;;;;;7,223333333;5,0;Fase 3 (7° e 8° ano);;;;;2024;;;Aluno-1513;2012-06-13 00:00:00;12;7,5;4,0;3,5;;-1,0;6.5509171717;Agata;;;;;EE Maria André Schunck Dona;Cursando;Cursando;6,5509171717;1;Médio;Excelente;Bom;Bom;Bom;Baixo;Bom;Médio;Defasado;4,752000000000001;3,7752525255;2,5;7,00176430975;1;1;EE Maria André Schunck Dona;0,6636706676694852;Misto;1;nan
RA-1514;2U;2U;;;;Feminino;2024;Pública;;;;;;;;3,0;Avaliador-19;;Avaliador-25;;Avaliador-2;;;;9,002;7,979797980000001;7,51;;5,5;;;;;;7,273333333;10,0;Fase 2 (5° e 6° ano);;;;;2024;;;Aluno-1514;2012-10-26 00:00:00;12;7,1875;5,0;6,0;;0,0;7.520576262600001;Ametista;;;;;EM Cecilia Cristina de Oliveira Rodrigues;Cursando;Cursando;7,520576262600001;0;Bom;Excelente;Bom;Bom;Bom;Médio;Bom;Excelente;Adequado;3,5020000000000007;2,4797979800000007;-2,8125;7,408771885499999;0;1;EM Cecilia Cristina de Oliveira Rodrigues;0,22292415850371022;Misto;0;nan
